precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"CAMIN CULTURAL SAUCESTI",567,SĂUCEŞTI,25228,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:46",1170,1164,2,1,3,588,584,0,1,3,556,32,1200,612,120,372,64
4,BACĂU,"CENTRU TIP AFTER SCHOOL SĂUCEȘTI",568,SĂUCEŞTI,25228,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:08:54",994,988,3,0,3,507,502,2,0,3,482,25,1100,593,91,331,60
4,BACĂU,"ŞCOALA SATUL BOGDAN VODĂ",569,SĂUCEŞTI,25228,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:55",691,685,0,5,1,395,389,0,5,1,377,18,700,305,53,239,85
4,BACĂU,"ŞCOALA SATUL SCHINENI",570,SĂUCEŞTI,25228,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:55",721,716,3,2,0,325,322,1,2,0,318,7,800,475,45,234,39
4,BACĂU,"ŞCOALA SATUL ŞERBEŞTI",572,SĂUCEŞTI,25228,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:44:45",511,509,0,2,0,267,265,0,2,0,252,15,600,333,53,175,24
4,BACĂU,"ŞCOALA SATUL SIRETU",571,SĂUCEŞTI,25228,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:41",636,628,0,4,4,296,288,0,4,4,288,8,696,400,57,205,26
