precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COSTEA LUCIAN-VILEFORD-PARTIDUL SOCIAL DEMOCRAT-voturi","BÎTU EDUARD-OLIVER-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
31,PRAHOVA,"GRĂDINIŢA NR.1 TEŞILA",611,"VALEA DOFTANEI",136107,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:51",1086,1083,0,3,0,503,500,0,3,0,481,22,1195,692,368,113
31,PRAHOVA,"GRĂDINIŢA NR.2 TEŞILA",612,"VALEA DOFTANEI",136107,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:57",952,940,0,7,5,496,484,0,7,5,473,23,1040,544,348,125
31,PRAHOVA,"LICEUL TEHNOLOGIC ”CAROL I” VALEA DOFTANEI",610,"VALEA DOFTANEI",136107,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:58",1280,1273,0,5,2,564,557,0,5,2,546,18,1411,847,459,87
31,PRAHOVA,"PRIMĂRIA TRĂISTENI",613,"VALEA DOFTANEI",136107,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:06",930,926,0,2,2,473,469,0,2,2,453,20,1022,549,371,82
31,PRAHOVA,"ŞCOALA CU CLASELE I-VIII ”EROU INV.I.DRĂGĂNESCU”TRĂISTENI",614,"VALEA DOFTANEI",136107,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:23",990,984,0,6,0,518,512,0,6,0,502,16,1080,562,443,59
