precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FILIMON MITICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ACSINTE MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","ROMAN DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","BOTEZATU VASILE-FORȚA DREPTEI-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 HURDUGI",276,"DIMITRIE CANTEMIR",164277,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:11",482,479,0,3,0,254,251,0,3,0,231,23,500,246,14,124,85,8
39,VASLUI,"ȘCOALA PRIMARĂ GRUMEZOAIA",277,"DIMITRIE CANTEMIR",164277,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:33",310,307,0,2,1,189,186,0,2,1,174,15,320,131,1,39,132,2
39,VASLUI,"ŞCOALA PRIMARĂ GUȘIȚEI",278,"DIMITRIE CANTEMIR",164277,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:38:42",644,641,0,1,2,358,355,0,1,2,323,35,700,342,3,252,63,5
39,VASLUI,"ŞCOALA PRIMARĂ PLOTONEŞTI",279,"DIMITRIE CANTEMIR",164277,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:07:25",247,241,0,4,2,126,120,0,4,2,122,4,300,174,1,65,53,3
39,VASLUI,"ŞCOALA PRIMARĂ URLAŢI",280,"DIMITRIE CANTEMIR",164277,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:49:37",180,176,0,0,4,103,99,0,0,4,99,4,207,104,0,23,74,2
