precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
41,VRANCEA,"GRADINITA NR 1",360,VULTURU,178821,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:22:47",1273,1259,0,10,4,415,405,0,6,4,388,27,1390,975,216,48,19,69,36
41,VRANCEA,"SCOALA BOTARLAU",361,VULTURU,178821,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:46",1212,1192,1,6,13,403,384,0,6,13,391,12,1332,929,198,29,12,82,70
41,VRANCEA,"SCOALA GENERALA VULTURU",359,VULTURU,178821,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:36",1254,1248,0,0,6,420,414,0,0,6,405,15,1384,964,226,38,27,66,48
41,VRANCEA,"SCOALA GENERALA VULTURU",358,VULTURU,178821,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:21",1260,1246,2,4,8,454,442,0,4,8,419,35,1387,933,244,37,39,65,34
41,VRANCEA,"SCOALA HANGULESTI",362,VULTURU,178821,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:42:43",912,893,0,6,13,428,410,0,6,12,406,22,984,556,282,42,7,39,36
41,VRANCEA,"SCOALA MALURI",363,VULTURU,178821,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:29:33",410,396,0,5,9,187,173,0,5,9,174,13,447,260,108,4,3,9,50
41,VRANCEA,"SCOALA VADU ROSCA",364,VULTURU,178821,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:22",527,519,0,6,2,191,183,0,6,2,179,12,575,384,79,31,0,49,20
