precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"PRIMĂRIA BRUIU",258,BRUIU,144410,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:07",455,411,4,30,10,289,249,0,30,10,284,5,460,171,34,151,99
34,SIBIU,"ȘCOALA PRIMARĂ ȘOMARTIN",259,BRUIU,144410,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:10",337,319,8,8,2,143,129,4,8,2,136,7,350,207,24,88,24
