precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOIANGIU ILIE-PARTIDUL SOCIAL DEMOCRAT-voturi","MIHAI LAURENŢIU-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ZAMFIRESCU-ION MARIA-MIHAELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CALOTĂ NICOLAE-PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ŢUŢURU",253,GRĂDIŞTEA,170346,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:42:21",1003,913,0,41,49,709,619,0,41,49,688,21,1060,351,567,87,16,18
40,VÂLCEA,"SALA DE SPORT DE LA LICEUL TEORETIC GRĂDIŞTEA",251,GRĂDIŞTEA,170346,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:15:09",352,314,0,22,16,224,186,0,22,16,220,4,360,136,185,22,10,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VALEA GRĂDIŞTEA",254,GRĂDIŞTEA,170346,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:10:53",129,94,0,26,9,110,75,0,26,9,110,0,120,10,105,3,2,0
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII DOBRICEA",252,GRĂDIŞTEA,170346,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:54",629,592,0,14,23,408,371,0,14,23,395,8,650,247,263,76,56,0
