precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
2,ARAD,"CĂMINUL CULTURAL BOCSIG",213,BOCSIG,10195,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:21:19",1519,1488,0,9,22,971,940,0,9,22,938,31,1600,629,240,398,191,47,62
2,ARAD,"CĂMINUL CULTURAL MÂNERĂU",215,BOCSIG,10195,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:55:27",269,263,0,3,3,181,175,0,3,3,171,7,374,196,29,105,31,4,2
2,ARAD,"ȘCOALA PRIMARĂ BOCSIG CARTIER",214,BOCSIG,10195,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:57",196,190,0,4,2,196,190,0,4,2,189,4,362,166,68,76,40,2,3
2,ARAD,"ŞCOALA PRIMARĂ RĂPSIG",216,BOCSIG,10195,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:51:03",564,553,0,0,11,362,351,0,0,11,344,18,600,229,111,187,34,7,5
