precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
28,MUREŞ,"CAMINUL CULTURAL",180,"ORAŞ MIERCUREA NIRAJULUI",118281,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:08:49",495,479,2,6,8,194,180,0,6,8,183,11,530,336,2,159,22
28,MUREŞ,"CAMINUL CULTURAL",177,"ORAŞ MIERCUREA NIRAJULUI",118281,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:50",279,264,0,6,9,170,155,0,6,9,169,1,300,130,2,145,22
28,MUREŞ,"ŞCOALA GIMNAZIALĂ",179,"ORAŞ MIERCUREA NIRAJULUI",118281,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:54:54",595,576,1,5,13,247,228,1,5,13,222,24,640,393,58,142,22
28,MUREŞ,"ŞCOALA GIMNAZIALĂ DEÁK FARKAS",175,"ORAŞ MIERCUREA NIRAJULUI",118281,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:00:08",826,782,3,4,37,786,745,0,4,37,772,14,1670,838,8,606,158
28,MUREŞ,"ȘCOALĂ GIMNAZIALĂ ”DEÁK FARKAS” MIERCUREA NIRAJULUI",176,"ORAŞ MIERCUREA NIRAJULUI",118281,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:25",845,839,0,2,4,424,418,0,2,4,409,15,935,511,8,337,64
28,MUREŞ,"ŞCOALA PRIMARĂ",178,"ORAŞ MIERCUREA NIRAJULUI",118281,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:59:08",295,289,0,4,2,141,135,0,4,2,133,8,330,189,80,50,3
28,MUREŞ,"ȘCOALA PRIMARĂ MIERCUREA NIRAJULUI",174,"ORAŞ MIERCUREA NIRAJULUI",118281,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:13:32",733,712,4,5,12,333,316,0,5,12,320,13,800,467,1,280,39
