precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
22,HUNEDOARA,"SCOALA GIMNAZIALA ISCRONI",187,"ORAŞ ANINOASA",87219,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:22:34",1268,1262,0,3,3,541,535,0,3,3,513,28,1400,859,18,138,121,196,40
22,HUNEDOARA,"SCOALA GIMNAZIALA ”SF. VARVARA” ANINOASA",185,"ORAŞ ANINOASA",87219,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:59:56",1434,1423,0,7,4,645,634,0,7,4,620,24,1483,838,21,44,124,388,43
22,HUNEDOARA,"STADIONUL ”MINERUL ANINOASA”",186,"ORAŞ ANINOASA",87219,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:37:19",844,840,1,2,1,405,401,1,2,1,374,27,1000,599,11,42,72,203,46
