precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",114,"DOR MĂRUNT",93370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:29",1030,1015,1,5,9,582,568,0,5,9,546,36,1116,530,54,390,56,5,25,16
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.2 DOR MĂRUNT GARĂ",115,"DOR MĂRUNT",93370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:35",452,441,0,8,3,243,232,0,8,3,228,15,491,247,25,160,24,3,12,4
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 MITRENI",174,MITRENI,100638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:07",1121,1062,0,21,38,808,749,0,21,38,760,48,1175,367,51,264,388,7,23,27
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA NR. 2 PERIŞORU",188,PERIŞORU,94223,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:34:22",633,617,0,7,9,384,368,0,7,9,356,15,628,257,70,180,43,44,8,11
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 2 STANCEA",208,SPANŢOV,105259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:44",1221,1203,0,10,8,685,667,0,10,8,632,44,1333,648,50,139,418,0,22,3
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 2 SULTANA",173,MÂNĂSTIREA,104181,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:34",743,722,0,13,8,418,397,0,13,8,394,24,810,392,25,335,10,2,10,12
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.2 ULMENI",219,ULMENI,105605,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:45",1400,1380,2,9,9,678,660,0,9,9,639,21,1518,858,21,136,459,5,7,11
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 3 BORCEA",86,BORCEA,92961,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:45:50",1006,980,0,15,11,518,492,0,15,11,495,23,1113,595,47,123,288,10,22,5
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NUCI",230,VASILAŢI,105829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:50",304,277,0,19,8,195,168,0,19,8,183,12,308,113,13,110,15,1,8,36
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ POPEȘTI",231,VASILAŢI,105829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:09",279,259,0,15,5,159,139,0,15,5,151,8,276,117,8,91,5,2,13,32
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",5,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:43",1109,1086,12,11,0,521,510,0,11,0,510,11,1190,669,77,223,96,23,17,74
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ SPECIALĂ NR. 1",6,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:16",973,962,2,9,0,412,403,0,9,0,384,28,1058,646,81,180,45,9,22,47
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",33,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:03",1301,1297,0,4,0,585,581,0,4,0,562,23,1427,842,88,259,105,24,29,57
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",30,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:10:12",1373,1368,0,5,0,700,695,0,5,0,685,15,1505,405,124,285,132,25,33,86
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",32,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:06",1154,1150,0,4,0,591,587,0,4,0,566,25,1309,718,78,279,105,16,26,62
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” CĂLĂRAŞI",31,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:48",1234,1230,0,4,0,1234,1230,0,4,0,567,21,1352,764,89,267,114,18,19,60
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA VALEA ARGOVEI",226,"VALEA ARGOVEI",105712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:44",1261,1164,0,53,44,886,789,0,53,44,843,43,1380,494,178,587,36,6,17,19
12,CĂLĂRAŞI,"SCOALA GIMNAZIĂ NR. 1 GĂLBINAȘI",143,GĂLBINAŞI,179962,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:10:45",1424,1411,0,11,2,1036,1023,0,11,2,973,63,1530,494,90,608,244,4,18,9
12,CĂLĂRAŞI,"SCOALA ILEANA",152,ILEANA,103764,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:57",766,736,0,30,0,465,435,0,30,0,455,10,817,352,33,384,18,2,11,7
12,CĂLĂRAŞI,"SCOALA MARGINENI",100,CIOCĂNEŞTI,93085,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:41",670,626,1,15,28,448,406,0,15,27,423,25,741,293,20,240,138,7,11,7
12,CĂLĂRAŞI,"SCOALA PRIMARA MARIUTA",85,BELCIUGATELE,101083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:54",424,396,0,21,7,329,301,0,21,7,316,13,500,171,28,135,137,9,4,3
12,CĂLĂRAŞI,"SCOALA PRIMARA NR. 1",160,JEGĂLIA,93815,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:35",1095,1085,1,0,9,604,594,1,0,9,577,27,1270,666,52,170,322,5,21,7
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 CĂLĂRAŞI VECHI",110,"CUZA VODĂ",93281,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:04",591,562,0,18,11,415,386,0,18,11,388,27,700,285,30,147,184,8,10,9
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 CEACU",109,"CUZA VODĂ",93281,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:03",1101,1058,1,18,24,766,728,0,18,20,723,43,1163,397,58,324,288,9,25,19
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR. 1 CLINCIU",209,SPANŢOV,105259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:36",944,934,0,1,9,584,574,0,1,9,517,59,1029,453,37,128,334,0,14,4
12,CĂLĂRAŞI,"ȘCOALA PRIMARA NR.1 CONSTANTIN BRÂNCOVEANU",128,DRAGALINA,93487,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:44",714,703,0,9,2,373,362,0,9,2,356,17,800,427,34,186,111,2,17,6
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.1 DÎLGA SAT",117,"DOR MĂRUNT",93370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:17",627,619,0,8,0,388,380,0,8,0,371,17,682,294,26,151,168,3,20,3
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 GRUIU",70,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:37",603,540,0,62,1,395,332,0,62,1,375,20,621,226,32,152,133,4,17,37
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 LUPTATORI",134,FRĂSINET,102838,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:38:14",434,401,0,9,24,320,287,0,9,24,312,8,479,159,15,286,2,1,3,5
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.1 NEGOEŞTI",211,ŞOLDANU,105384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:59:01",788,756,0,14,18,558,526,0,14,18,536,22,849,289,49,381,72,4,18,12
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 PLEVNA",168,LUPŞANU,93931,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:12:39",479,472,1,6,0,180,174,0,6,0,167,13,533,353,33,110,6,10,5,3
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR. 1 VĂRĂŞTI",123,DOROBANŢU,93441,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:46",748,717,0,5,26,459,429,0,5,25,429,30,800,341,19,110,283,1,14,2
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2",217,"TĂMĂDĂU MARE",105455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:40",720,685,0,28,7,463,428,0,28,7,433,30,802,339,51,227,131,2,16,6
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",141,FUNDENI,103014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:46:54",1231,1165,2,44,20,845,781,0,44,20,809,36,1300,455,55,447,216,4,69,18
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",108,CURCANI,102419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:02",1270,1262,1,7,0,813,806,0,7,0,721,85,1389,583,58,487,137,6,23,10
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2 BUCIUMENI",69,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:23",487,481,0,5,1,329,323,0,5,1,297,32,531,202,19,146,104,3,5,20
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.3 DOROBANȚU",190,PLĂTĂREŞTI,104635,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:45",812,789,2,9,12,574,552,1,9,12,559,15,862,288,20,445,78,4,8,4
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.3 ULMENI",220,ULMENI,105605,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:28",1208,1182,2,21,3,811,786,1,21,3,749,62,1300,489,34,468,187,33,16,11
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.5 PĂDURIȘU",139,FRUMUŞANI,102945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:31",634,582,2,50,0,397,347,0,50,0,379,17,639,242,75,224,19,23,14,24
12,CĂLĂRAŞI,"ŞCOALA PRIMARA NR.6",48,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:49",963,951,1,9,2,470,459,0,9,2,452,12,1048,584,78,233,68,20,22,31
12,CĂLĂRAŞI,"ŞCOALA PRIMARA NR.6",49,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:58",957,948,0,9,0,437,428,0,9,0,418,19,1055,618,107,191,61,8,23,28
12,CĂLĂRAŞI,"SCOALA SAPUNARI",163,LEHLIU,93851,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:50",626,576,0,13,37,454,404,0,13,37,430,24,800,346,41,183,182,9,6,9
12,CĂLĂRAŞI,"SCOALA SMARDAN",99,CIOCĂNEŞTI,93085,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:55",777,728,0,20,29,571,522,0,20,29,492,30,801,279,30,316,117,6,12,11
12,CĂLĂRAŞI,"SCOALA TONEA",181,MODELU,92587,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:33",1754,1747,0,0,7,818,811,0,0,7,750,68,1939,1121,99,213,385,11,24,18
12,CĂLĂRAŞI,"ŞCOALA VECHE",145,GRĂDIŞTEA,93664,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:18:14",1788,1738,1,34,15,1148,1099,0,34,15,1112,36,1929,781,70,866,83,24,25,44
12,CĂLĂRAŞI,"ŞCOALA VECHE",148,GRĂDIŞTEA,93664,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:33",1067,1009,0,20,38,683,625,0,20,38,653,30,1101,418,41,302,229,15,18,48
12,CĂLĂRAŞI,"ŞC. PRIMARĂ NR.1",113,DICHISENI,93325,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:41",759,708,0,20,31,540,489,0,20,31,523,17,3250,1095,54,172,247,6,17,27
