precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MODREANU RADU-PARTIDUL NAȚIONAL LIBERAL-voturi","GURBET COSTICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","MODREANU PASICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
41,VRANCEA,"CĂMINUL CULTURAL BOGZA",274,SIHLEA,177600,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:14:47",684,660,0,9,15,300,276,0,9,15,286,14,729,429,188,82,16
41,VRANCEA,"PRIMARIA COMUNEI SIHLEA",273,SIHLEA,177600,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:05:29",1890,1850,1,9,30,999,960,0,9,30,944,55,2077,1078,733,180,31
41,VRANCEA,"ȘCOALA GIMNAZIALĂ VOETIN",276,SIHLEA,177600,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:16",877,849,0,12,16,419,391,0,12,16,396,23,936,517,322,56,18
41,VRANCEA,"ȘCOALA PRIMARĂ CĂIATA",275,SIHLEA,177600,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:09",611,598,0,8,5,291,278,0,8,5,275,16,663,372,177,72,26
