precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SURUGIU DANIEL-voturi"
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR.1 LIVEZI",417,LIVEZI,23289,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:38",762,757,2,2,1,359,356,0,2,1,336,23,800,441,36,91,75,22,94,12,6
4,BACĂU,"ŞCOALA GIMNAZIALĂ POIANA",420,LIVEZI,23289,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:03",747,741,0,6,0,321,315,0,6,0,302,19,805,484,79,43,119,24,27,8,2
4,BACĂU,"ŞCOALA PRIMARĂ BĂLĂNEASA",418,LIVEZI,23289,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:58",927,918,1,7,1,451,443,0,7,1,426,25,1000,549,42,69,176,61,48,12,18
4,BACĂU,"ŞCOALA PRIMARĂ ORĂŞA",419,LIVEZI,23289,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:24",669,662,0,4,3,405,398,0,4,3,389,16,700,295,108,106,65,31,37,18,24
4,BACĂU,"ŞCOALA PRIMARĂ PRĂJOAIA",421,LIVEZI,23289,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:15",791,787,1,3,0,374,370,1,3,0,348,26,900,526,75,48,154,33,34,3,1
4,BACĂU,"ŞCOALA PRIMARĂ SCĂRIGA",422,LIVEZI,23289,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:44",455,453,0,2,0,240,238,0,2,0,229,11,500,260,21,74,109,14,5,3,3
