precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA CROAȚILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL CARAȘOVA",193,CARAŞOVA,51804,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:07:38",858,822,7,17,12,505,474,2,17,12,482,23,913,408,94,204,131,53
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL CARAȘOVA",194,CARAŞOVA,51804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:47:24",1032,1003,1,10,18,579,551,0,10,18,531,48,1105,526,105,204,168,54
11,CARAŞ-SEVERIN,"ŞCOALA IABALCEA",195,CARAŞOVA,51804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:44",202,164,0,34,4,159,121,0,34,4,146,13,177,18,82,48,16,0
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ NERMED",196,CARAŞOVA,51804,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:37:27",420,412,0,4,4,195,187,0,4,4,186,9,454,259,31,94,53,8
