precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL LIVIU REBREANU",26,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:04:00",1274,1264,3,7,0,533,526,0,7,0,513,20,1333,800,20,5,6,38,152,200,32,47,13
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAȚIONAL LIVIU REBREANU",25,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:28",1006,995,0,10,1,417,406,0,10,1,405,12,1100,683,8,4,2,19,111,170,41,39,11
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL ”LIVIU REBREANU”, ŞCOALA PRIMARĂ",27,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:34:39",1211,1203,2,6,0,527,521,0,6,0,507,15,1316,789,5,13,5,31,169,190,48,41,5
6,BISTRIŢA-NĂSĂUD,"COLEGIUL TEHNIC ”INFOEL”",47,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:58",1866,1835,16,14,1,836,820,1,14,1,822,14,2050,1214,16,6,6,41,280,345,68,52,8
6,BISTRIŢA-NĂSĂUD,"CONTAINERE MODULARE AMPLASATE ÎN CURTEA CĂMINULUI CULTURAL BRETEA",265,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:18:50",115,98,0,9,8,87,70,0,9,8,83,4,150,63,1,0,0,65,3,9,1,3,1
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA BOZIEŞ",110,CHIOCHIŞ,33015,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:19:36",512,489,0,2,21,352,329,0,2,21,342,10,510,158,0,2,1,147,54,107,3,27,1
6,BISTRIŢA-NĂSĂUD,"GRADINITA CU PROGRAM NORMAL",191,MILAŞ,33881,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:28:01",592,568,2,8,14,382,359,1,8,14,353,29,642,260,2,2,3,7,190,94,5,50,0
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚĂ CU PROGRAM NORMAL",233,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:22",169,158,0,8,3,114,103,0,8,3,111,3,200,86,1,0,0,10,10,64,12,14,0
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL CĂIANU MARE",102,"CĂIANU MIC",32811,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:57:33",439,423,0,1,15,233,217,0,1,15,219,14,478,245,0,0,0,11,16,162,2,28,0
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL COLDĂU",67,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:19:57",649,639,0,4,6,338,328,0,4,6,331,7,700,362,4,1,0,98,77,92,38,21,0
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL DEALU ŞTEFĂNIŢEI",235,ROMULI,34360,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:52:36",379,364,0,4,11,291,276,0,4,11,273,18,400,109,10,0,2,8,98,115,5,33,2
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL ”DIMITRIE COJOCARU” SLĂTINIŢA",54,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:51",631,621,1,9,0,256,247,0,9,0,240,16,700,444,2,0,0,3,119,76,6,34,0
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL GHINDA",51,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:24",683,673,3,7,0,321,314,0,7,0,302,19,750,429,1,2,4,10,192,48,15,24,6
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10",12,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:45",1271,1258,2,10,1,579,568,0,10,1,566,13,1350,771,7,4,6,68,143,228,35,63,12
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 16",35,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:09",561,547,3,11,0,558,547,0,11,0,543,15,1300,742,7,7,4,39,170,223,43,44,6
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",81,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:07:23",1334,1327,2,5,0,757,752,0,5,0,711,46,1500,743,2,4,4,20,380,179,55,65,2
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 SÂNGEORZ-BĂI",80,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:03:05",1358,1346,1,11,0,643,632,0,11,0,594,49,1500,857,4,3,8,14,272,201,27,63,2
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",44,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:38",962,956,1,4,1,469,464,0,4,1,453,16,1056,587,13,6,5,12,177,167,42,26,5
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",43,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:13:48",1147,1118,0,29,0,602,573,0,29,0,593,9,1264,662,7,8,1,27,160,267,69,39,15
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL NR. 9",28,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:17",1200,1177,8,14,1,599,584,0,14,1,591,8,1300,701,12,6,8,45,178,241,41,50,10
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL PARVA",213,PARVA,34155,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:37:08",996,986,0,1,9,633,623,0,1,9,580,53,1094,461,3,0,5,10,87,331,37,103,4
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL RUSU DE JOS",69,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:23:35",283,274,0,7,2,163,154,0,7,2,151,12,300,137,0,1,4,9,30,88,6,12,1
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL UNIREA",55,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:18:36",1910,1901,4,5,0,974,969,0,5,0,950,2,2100,1126,11,6,0,15,351,415,72,63,17
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM NORMAL UNIREA",56,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:10:15",1703,1689,5,8,1,873,864,0,8,1,844,29,1850,977,12,5,3,18,294,383,55,62,12
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL VALEA VIILOR",66,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:18:18",363,344,7,7,5,207,195,0,7,5,193,14,400,193,3,1,2,21,48,79,17,19,3
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CĂSUŢA CU POVEŞTI”",24,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:42",1160,1151,0,9,0,469,460,0,9,0,460,9,1300,831,18,9,5,38,105,185,43,47,10
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”DUMBRAVA MINUNATĂ”",2,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:28:35",1029,1016,5,8,0,395,386,1,8,0,373,13,1100,705,12,6,4,21,134,119,18,49,10
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 12",34,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:49",1215,1211,0,4,0,541,537,0,4,0,526,15,1359,818,12,8,4,21,166,223,45,38,9
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",38,"MUNICIPIUL BISTRIŢA",32394,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:52:35",1239,1225,3,10,1,596,585,0,10,1,528,68,1400,804,19,5,4,36,161,204,43,43,13
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 6",5,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:23",1352,1345,1,5,1,613,607,0,5,1,600,13,1500,887,14,0,5,35,174,264,48,48,12
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 6",6,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:42:09",1288,1277,3,8,0,507,499,0,8,0,491,7,1400,893,19,3,1,34,147,178,50,42,17
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”RAZĂ DE SOARE”",46,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:08",1263,1256,1,5,1,599,593,0,5,1,590,9,1350,751,12,6,2,43,172,240,53,51,11
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TRENULEŢUL VESELIEI”",20,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:48:03",1261,1235,0,16,10,543,517,0,16,10,527,16,1349,806,18,16,0,33,133,160,47,104,16
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA ENCIU",178,MATEI,33658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:48:34",92,84,0,4,4,92,84,0,4,4,77,13,150,58,0,0,1,3,25,37,9,2,0
6,BISTRIŢA-NĂSĂUD,"LICEUL CREȘTIN LOGOS",50,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:19",897,890,0,7,0,465,458,0,7,0,432,33,1038,573,4,5,3,23,153,175,26,30,13
6,BISTRIŢA-NĂSĂUD,"LICEUL CU PROGRAM SPORTIV",49,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:01",1542,1520,7,15,0,815,800,0,15,0,801,14,1700,885,12,3,3,28,305,317,59,54,20
6,BISTRIŢA-NĂSĂUD,"LICEUL CU PROGRAM SPORTIV",48,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:31:07",1303,1268,6,6,23,587,558,0,6,23,569,18,1400,813,9,4,9,31,187,218,39,61,11
6,BISTRIŢA-NĂSĂUD,"LICEUL DE MUZICĂ ”TUDOR JARDA”",3,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:14:43",1179,1118,3,34,24,507,471,0,12,24,488,19,1255,748,22,7,6,51,137,175,33,45,12
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC",21,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:49",1831,1795,7,11,18,817,789,0,11,17,773,44,2000,1183,14,6,6,38,278,296,41,66,28
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC AGRICOL BECLEAN",64,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:14:34",1541,1527,1,11,2,783,770,0,11,2,762,21,1700,917,9,4,2,78,197,325,76,64,7
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ECONOMIC NĂSĂUD",72,"ORAŞ NĂSĂUD",32544,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:34:10",1097,1085,4,8,0,517,508,1,8,0,494,23,1200,683,7,3,4,17,260,150,10,37,6
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC FELDRU",135,FELDRU,33248,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:45:02",1360,1350,0,4,6,657,647,0,4,6,593,64,1500,843,15,2,3,28,201,260,18,64,2
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ”GRIGORE MOISIL”",17,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:51",1593,1582,0,11,0,739,728,0,11,0,719,20,1750,1011,19,6,15,59,208,301,37,50,24
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ”GRIGORE MOISIL”",16,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:20",1712,1697,5,10,0,821,811,0,10,0,813,8,1903,1082,21,9,0,54,229,331,75,79,15
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC GRIGORE MOISIL",18,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:43",1578,1566,3,9,0,665,656,0,9,0,648,17,1700,1035,10,7,1,22,223,259,56,55,15
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC GRIGORE MOISIL",19,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:10",1812,1796,6,10,0,850,840,0,10,0,831,19,2000,1150,13,5,8,34,285,327,65,78,16
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",171,MAIERU,33621,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:44:16",1263,1252,2,1,8,807,798,0,1,8,753,54,1400,593,15,4,4,19,184,332,11,183,1
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",172,MAIERU,33621,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:48:17",949,946,2,0,1,564,563,0,0,1,530,34,1050,486,10,2,6,11,115,239,15,131,1
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",170,MAIERU,33621,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:41:47",1022,1006,1,0,15,673,658,0,0,15,640,33,1100,427,7,0,1,10,125,380,15,101,1
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ŞCOALA GENERALĂ",154,LECHINŢA,33435,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:39:23",1205,1182,1,8,14,644,622,0,8,14,616,28,1300,656,2,3,2,19,107,395,17,64,7
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC SILVIC ”TRANSILVANIA” NĂSĂUD",73,"ORAŞ NĂSĂUD",32544,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:38:13",1285,1277,0,5,3,569,561,0,5,3,557,12,1400,831,9,1,1,13,270,195,16,47,5
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC TELCIU",291,TELCIU,35054,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:19:32",1179,1160,1,8,10,657,639,0,8,10,580,77,1300,643,5,0,8,33,161,123,102,142,6
6,BISTRIŢA-NĂSĂUD,"LICEUL TEORETIC ”SOLOMON HALIȚĂ”",82,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:59:33",1290,1277,1,9,3,617,605,0,9,3,591,26,1387,770,3,2,1,13,307,186,40,33,6
6,BISTRIŢA-NĂSĂUD,"OCOLUL SILVIC TELCIU",293,TELCIU,35054,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:27:22",934,921,1,2,10,517,505,0,2,10,469,48,1000,483,5,2,5,18,112,83,120,121,3
6,BISTRIŢA-NĂSĂUD,"POLIȚIA LOCALĂ-PUNCT DE LUCRU SUBCETATE",22,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:25:44",1440,1431,2,7,0,836,829,0,7,0,807,29,1550,714,10,3,5,43,274,293,62,104,13
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI BRANIŞTEA",89,BRANIŞTEA,32660,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:27:11",961,916,3,10,32,620,577,1,10,32,598,22,997,377,4,3,1,196,174,155,27,36,2
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI BUDACU DE JOS",92,"BUDACU DE JOS",32704,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:14:25",786,776,0,2,8,422,412,0,2,8,385,37,890,468,2,1,5,7,49,222,7,87,5
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI CĂIANU MIC",101,"CĂIANU MIC",32811,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:07:17",1202,1159,1,3,39,642,600,0,3,39,583,59,1300,658,0,0,1,12,60,429,20,61,0
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI CHIOCHIŞ",108,CHIOCHIŞ,33015,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:15:09",293,283,0,0,10,193,183,0,0,10,182,11,300,107,1,1,0,63,28,49,5,32,3
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI FELDRU",134,FELDRU,33248,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:41:28",1464,1446,4,10,4,734,720,0,10,4,673,61,1600,866,33,3,3,24,219,279,27,81,4
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ILVA MARE",145,"ILVA MARE",33337,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:26:16",877,847,0,2,28,560,530,0,2,28,511,48,950,391,10,14,2,17,163,223,23,55,4
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ILVA MARE",144,"ILVA MARE",33337,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:23:34",1021,993,1,0,27,719,692,0,0,27,643,76,1112,393,3,12,3,24,189,300,23,87,2
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI LECHINȚA",153,LECHINŢA,33435,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:30:42",1189,1175,0,2,12,605,591,0,2,12,573,32,1298,693,1,2,2,14,77,428,13,36,0
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI NUŞENI",207,NUŞENI,34075,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:21",747,649,1,33,64,516,419,0,33,64,485,31,760,244,6,1,0,73,71,201,73,47,13
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI PETRU RAREŞ",215,"PETRU RAREŞ",34173,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:34:07",1395,1354,3,14,24,826,788,0,14,24,772,54,1550,724,0,10,5,124,312,199,22,96,4
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI RODNA",231,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:23",1432,1398,2,0,32,916,884,0,0,32,877,39,1550,634,3,2,4,49,102,448,97,164,8
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI RUNCU SALVEI",236,"RUNCU SALVEI",179944,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:52:58",1016,981,0,7,28,824,789,0,7,28,737,87,1100,276,6,3,4,39,304,310,4,67,0
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI SALVA",237,SALVA,34397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:30:12",1083,994,0,39,50,825,736,0,39,50,765,57,1100,275,5,5,5,9,335,307,11,83,5
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞANŢ",250,ŞANŢ,34618,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:09:52",1293,1257,0,12,24,993,957,0,12,24,935,58,1400,407,21,5,16,29,405,292,50,116,1
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEU",253,ŞIEU,34645,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:37",1077,1062,1,0,14,651,637,0,0,14,624,27,1200,549,6,5,5,62,114,340,20,70,2
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEU-ODORHEI",262,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:11:17",590,585,0,2,3,374,369,0,2,3,347,27,650,276,24,3,8,23,68,137,34,46,4
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEUŢ",269,ŞIEUŢ,34850,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:57:31",560,526,1,20,13,436,402,1,20,13,412,23,620,185,16,4,0,17,103,207,19,42,4
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞINTEREAG",273,ŞINTEREAG,34903,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:19:20",812,786,3,1,22,487,464,0,1,22,457,30,948,461,1,1,3,66,142,185,14,43,2
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI SPERMEZEU",245,SPERMEZEU,34547,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:57:44",1396,1380,0,5,11,754,738,0,5,11,682,72,1500,746,3,4,6,12,409,148,13,80,7
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI TEACA",285,TEACA,34985,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:51:18",768,753,0,7,8,452,437,0,7,8,424,28,850,398,3,2,5,61,85,161,43,53,11
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA MUNICIPIULUI BISTRIŢA, DIRECŢIA ECONOMICĂ-VENITURI",4,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:09",1990,1979,0,10,1,987,976,0,10,1,957,30,2150,1163,21,7,7,57,325,376,61,75,28
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA ORAȘULUI BECLEAN",60,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:06:01",1748,1641,2,74,31,894,854,0,9,31,868,26,1800,906,11,1,3,62,252,393,54,81,11
6,BISTRIŢA-NĂSĂUD,"”ROTARY CLUB” BISTRIŢA NOSA",45,"MUNICIPIUL BISTRIŢA",32394,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:54:37",1016,995,13,4,4,1016,995,13,4,4,979,27,2260,1244,23,4,4,53,293,404,85,89,24
6,BISTRIŢA-NĂSĂUD,"SALA DE NUNŢI BISTRIŢA BÎRGĂULUI",87,"BISTRIŢA BÂRGĂULUI",32633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:35",1042,1033,1,5,3,516,508,0,5,3,477,39,1100,584,4,17,0,9,74,246,36,85,6
6,BISTRIŢA-NĂSĂUD,"SALA DE SPORT URMENIŞ",306,URMENIŞ,35312,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:51:34",717,715,0,2,0,440,438,0,2,0,374,66,800,360,1,1,4,36,186,72,10,63,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA CLASELE I - IV PETRIŞ",107,CETATE,32884,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:10:08",1059,1036,3,9,11,713,693,0,9,11,636,77,1139,426,5,0,2,18,266,209,20,114,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ AGRIEŞ",280,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:16",731,680,0,13,38,554,503,0,13,38,517,37,800,246,2,0,3,14,77,370,7,39,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ AGRIŞU DE JOS",263,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:12:43",286,280,0,6,0,177,171,0,6,0,167,10,300,123,6,0,0,6,21,66,4,62,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ALUNIŞUL",311,ZAGRA,35429,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:12:15",172,160,0,4,8,142,130,0,4,8,139,3,200,58,0,0,2,7,12,112,2,4,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ARDAN",254,ŞIEU,34645,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:15",574,572,0,2,0,350,348,0,2,0,303,47,600,250,2,0,5,21,43,177,4,51,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ BECLENUŢ",65,"ORAŞ BECLEAN",32483,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:16:26",330,321,0,7,2,195,186,0,7,2,180,11,350,155,2,0,0,8,65,85,6,12,2
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ BORLEASA",281,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:02",296,286,0,2,8,181,171,0,2,8,167,14,301,120,0,2,1,1,48,101,2,12,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CEPARI",130,DUMITRA,33202,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:38:09",960,939,1,6,14,565,545,0,6,14,526,39,1050,485,0,0,12,14,232,147,28,84,9
