precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HUŢU MARIA-PARTIDUL SOCIAL DEMOCRAT-voturi","ZUB-URSU DORU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DOMUNCO DUMITRU-OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi"
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII GEORGE HAZGAN",405,"VÂRFU CÂMPULUI",39694,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:30:50",1881,1857,4,11,9,328,307,1,11,9,320,8,2000,1672,94,8,218
7,BOTOŞANI,"ȘC.CU CLASELE I-VIII GEORGE HAZGAN",406,"VÂRFU CÂMPULUI",39694,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:34",1817,1802,4,5,6,233,222,0,5,6,227,6,2000,1767,72,10,145
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII IONĂŞENI",409,"VÂRFU CÂMPULUI",39694,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:11",792,773,1,11,7,451,433,0,11,7,440,11,900,449,67,5,368
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII NR.1",411,"VÂRFU CÂMPULUI",39694,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:30",805,798,0,7,0,415,408,0,7,0,410,5,861,446,161,30,219
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”GEORGE HAZGAN”",407,"VÂRFU CÂMPULUI",39694,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:15",1945,1935,0,10,0,45,35,0,10,0,44,1,2100,2055,10,2,32
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”GEORGE HAZGAN”",408,"VÂRFU CÂMPULUI",39694,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:27",2006,2003,0,3,0,58,55,0,3,0,55,3,2183,2125,10,2,43
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 2 LUNCA",410,"VÂRFU CÂMPULUI",39694,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:06",679,668,0,6,5,331,320,0,6,5,324,7,800,469,114,63,147
