precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BURLACU BOGDAN-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MOSCU ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","URSU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","CURCAN VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CROITORU COSTEL-PARTIDUL PATRIOȚILOR-voturi"
41,VRANCEA,"CĂMIN CULTURAL",128,CÂRLIGELE,175732,4,PART,PRCNCT,P,P_SV,"2024-06-12 17:14:28",1115,1083,1,6,25,574,543,0,6,25,556,17,1210,636,16,468,11,31,30
41,VRANCEA,GRĂDINIȚĂ,131,CÂRLIGELE,175732,3,PART,PRCNCT,P,P_SV,"2024-06-11 20:27:29",552,524,0,7,21,336,308,0,7,21,324,12,599,261,9,291,12,11,1
41,VRANCEA,"SCOALA BLIDARI",129,CÂRLIGELE,175732,3,PART,PRCNCT,P,P_SV,"2024-06-11 19:39:57",456,430,0,4,22,285,259,0,4,22,282,3,498,213,10,245,2,5,20
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-IV ” EPISCOP MITROFAN ”",130,CÂRLIGELE,175732,2,PART,PRCNCT,P,P_SV,"2024-06-11 18:13:09",383,361,0,4,18,211,189,0,4,18,200,11,418,207,7,170,7,10,6
