precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
9,BRĂILA,"CĂMINUL CULTURAL COMĂNEASCA",258,"TUDOR VLADIMIRESCU",44257,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:17",173,166,0,7,0,110,103,0,7,0,105,5,184,74,48,31,1,24,0,1
9,BRĂILA,"CĂMINUL CULTURAL SCORȚARU VECHI",259,"TUDOR VLADIMIRESCU",44257,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:44",742,733,5,4,0,448,444,0,4,0,422,26,817,369,131,114,19,147,2,9
9,BRĂILA,"ȘCOALA GIMNAZIALĂ TUDOR VLADIMIRESCU",257,"TUDOR VLADIMIRESCU",44257,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:48",776,766,0,10,0,423,413,0,10,0,403,20,844,421,81,125,32,127,15,23
