precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARCU MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MAXIM OVIDIU-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","PRISACARIU DORU-VIRGIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ULINIUC VALENTIN-voturi"
7,BOTOŞANI,"CAMINUL CULTURAL BIZNOASA",293,LUNCA,37912,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:28:52",493,466,0,1,26,305,278,0,1,26,293,12,500,195,156,94,8,35
7,BOTOŞANI,"CAMINUL CULTURAL LUNCA",292,LUNCA,37912,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:40:09",759,729,0,6,24,398,373,0,3,22,374,24,800,402,194,140,21,19
7,BOTOŞANI,"CAMINUL CULTURAL STROIESTI",294,LUNCA,37912,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:25:58",639,616,0,2,21,348,325,0,2,21,328,20,700,352,186,107,10,25
7,BOTOŞANI,"CĂMINUL CULTURAL ZLĂTUNOAIA",295,LUNCA,37912,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:24:46",1274,1221,0,7,46,673,622,0,7,44,640,33,1300,627,211,416,6,7
7,BOTOŞANI,"SCOALA GENERALA STANESTI",296,LUNCA,37912,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:36:55",106,96,0,8,2,65,55,0,8,2,62,3,181,116,29,30,2,1
