precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOLDU GHEORGHE-LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","AVAN CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","GĂINUŞE EMIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL PĂUŞEŞTI",324,PĂUŞEŞTI,171995,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:20:26",707,691,0,4,12,494,478,0,4,12,476,18,780,286,36,431,9
40,VÂLCEA,"CĂMINUL CULTURAL ŞERBĂNEŞTI",327,PĂUŞEŞTI,171995,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:47",495,487,0,3,5,322,314,0,3,5,305,17,530,208,87,210,8
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ŞERBĂNEŞTI",326,PĂUŞEŞTI,171995,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:05",363,356,0,0,7,258,251,0,0,7,248,8,400,144,68,174,6
40,VÂLCEA,"ŞCOALA PRIMARĂ BARCANELE",325,PĂUŞEŞTI,171995,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:02",472,456,0,8,8,320,304,0,8,8,313,7,504,184,25,275,13
