precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢUCULAN IONEL-FORȚA DREPTEI-voturi","VOINEA MARIN-PARTIDUL SOCIAL DEMOCRAT-voturi","IORDACHE DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"CĂMINUL CULTURAL HULUBEŞTI",92,CĂLUGĂRENI,101662,2,PART,PRCNCT,P,P_SV,"2024-06-12 17:38:48",1248,1222,0,26,0,924,898,0,26,0,898,26,1343,419,21,250,627
19,GIURGIU,"GRADINITA BRĂNIŞTARI",91,CĂLUGĂRENI,101662,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:57:55",563,538,2,23,0,343,320,0,23,0,334,9,590,247,17,101,216
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.3 UZUNU",93,CĂLUGĂRENI,101662,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:00:29",1128,1116,0,12,0,674,662,0,12,0,655,19,1227,553,146,147,362
19,GIURGIU,"ŞCOALA VECHE CĂLUGĂRENI( MUZEU ).",90,CĂLUGĂRENI,101662,4,PART,PRCNCT,P,P_SV,"2024-06-12 17:16:31",1450,1409,0,39,2,973,932,0,39,2,933,40,1556,583,54,199,680
