precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PEARCU DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","ANDREI NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","NIŢU-TRĂŞCULESCU MARIA-MAGDALENA-PARTIDUL ROMÂNIA PUTERNICĂ-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL BOGDĂNEȘTI",413,TOMŞANI,173935,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:27",567,558,0,5,4,383,374,0,5,4,368,15,620,237,67,270,31
40,VÂLCEA,"CĂMINUL CULTURAL FOLEȘTII DE JOS",414,TOMŞANI,173935,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:06",640,630,0,8,2,412,402,0,8,2,399,13,690,278,67,151,181
40,VÂLCEA,"CĂMINUL CULTURAL TOMŞANI",412,TOMŞANI,173935,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:50",904,893,0,7,4,583,572,0,7,4,560,23,990,407,241,193,126
40,VÂLCEA,"ŞCOALA GENERALĂ FOLEŞTII DE SUS",415,TOMŞANI,173935,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:16",916,895,0,17,4,567,546,0,17,4,548,19,990,423,97,187,264
