precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA IOAN-IANCU-PARTIDUL NAȚIONAL LIBERAL-voturi","BOGDAN IOACHIM-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GRUIŢA DANIEL-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MÂRZA IOAN-TRAIAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
1,ALBA,"CĂMINUL CULTURAL ”EUGEN CURTA” GALTIU",386,SÂNTIMBRU,7384,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:32:18",400,393,0,2,5,242,235,0,2,5,237,5,434,192,150,27,42,18
1,ALBA,"CĂMINUL CULTURAL SÂNTIMBRU",383,SÂNTIMBRU,7384,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:03",457,446,0,2,9,247,236,0,2,9,243,4,506,259,141,29,69,4
1,ALBA,"CENTRU DE ZI PERSOANE VĂRSTNICE",385,SÂNTIMBRU,7384,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:34",74,68,0,3,3,49,43,0,3,3,49,0,76,27,41,3,5,0
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL COȘLARIU",384,SÂNTIMBRU,7384,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:01",360,347,0,1,12,224,211,0,1,12,220,4,394,170,155,34,29,2
1,ALBA,"PRIMĂRIA COMUNEI SÂNTIMBRU",382,SÂNTIMBRU,7384,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:53:12",742,728,0,3,11,435,421,0,3,11,425,10,798,363,298,61,53,13
1,ALBA,"ŞCOALA PRIMARĂ TOTOI",387,SÂNTIMBRU,7384,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:38",461,450,0,2,9,249,238,0,2,9,236,13,509,260,180,29,20,7
