precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
15,COVASNA,"LICEUL TEORETIC ”MIKES KELEMEN”",9,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:23",1255,1228,7,10,10,517,497,0,10,10,507,10,1400,883,33,21,21,11,391,1,19,10
15,COVASNA,"LICEUL TEORETIC ”MIRCEA ELIADE” ÎNTORSURA BUZĂULUI",85,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:17",916,900,0,13,3,403,387,0,13,3,390,13,997,594,73,60,161,80,2,13,0,1
15,COVASNA,"MUZEUL NAȚIONAL SECUIESC",15,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:54",1221,1185,5,11,20,572,542,0,11,19,558,14,1300,728,14,13,16,14,456,2,19,24
15,COVASNA,"MUZEUL NAȚIONAL SECUIESC",16,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:01",973,948,5,10,10,428,406,2,10,10,419,9,1091,663,9,6,7,9,366,0,11,11
15,COVASNA,"PARCUL INDUSTRIAL",48,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:02",324,315,1,6,2,146,138,0,6,2,137,9,404,258,19,4,6,6,92,0,6,4
15,COVASNA,"PAROHIA REFORMATĂ OLTENI",105,BODOC,63893,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:43",537,528,0,5,4,316,307,0,5,4,285,31,596,280,15,3,2,1,260,0,4,0
15,COVASNA,"PRIMĂRIA COMUNEI VALEA CRIŞULUI",197,"VALEA CRIŞULUI",64906,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:12",1517,1481,5,8,23,778,744,3,8,23,670,108,1602,824,46,13,3,8,591,1,7,1
15,COVASNA,"PRIMĂRIA MICFALĂU (CONSILIUL LOCAL MICFALĂU)",163,MICFALĂU,65139,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:28",1438,1425,6,3,4,744,737,0,3,4,715,29,1587,843,26,10,4,6,653,0,6,10
15,COVASNA,"PRIMĂRIA ORAŞULUI BARAOLT",66,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:18",1102,1092,1,4,5,475,466,0,4,5,433,42,1200,725,15,11,6,12,302,0,38,49
15,COVASNA,"PRIMĂRIA SITA BUZĂULUI",188,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:04",1223,1212,0,8,3,730,719,0,8,3,695,35,1284,554,194,311,50,132,4,4,0,0
15,COVASNA,"SALA DE ȘEDINȚĂ A CONSILIULUI LOCAL BRATEȘ",112,BRATEŞ,64005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:36",463,445,1,2,15,284,267,0,2,15,275,9,479,195,4,3,4,2,260,0,1,1
15,COVASNA,"SALA DE SPORT",17,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:17",1354,1301,19,11,23,844,811,1,11,21,822,21,1500,657,22,21,20,7,708,2,23,19
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”ADY ENDRE”",42,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:49",736,726,1,4,5,276,267,0,4,5,271,5,800,524,31,33,17,28,151,6,3,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”ADY ENDRE”",44,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:36",1312,1302,0,5,5,541,531,0,5,5,539,2,1500,959,45,14,36,28,383,3,14,16
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”ADY ENDRE”",43,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:26",859,841,2,8,8,300,292,0,0,8,290,10,900,600,46,23,28,7,173,5,1,7
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”ANDREI ȘAGUNA” BARCANI",93,BARCANI,63633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:11",980,971,0,0,9,688,679,0,0,9,650,38,1070,382,127,374,78,59,8,2,2,0
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”ANDREI ȘAGUNA” BARCANI",94,BARCANI,63633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:12:18",996,990,0,2,4,623,617,0,2,4,571,52,1090,467,70,377,38,83,0,3,0,0
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU”-COVASNA- GIM",81,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:47:13",1089,1079,1,4,5,523,514,0,4,5,485,23,1200,546,234,107,40,63,39,2,0,0
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU”- COVASNA -PRI.",80,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:50",1287,1271,2,9,5,597,583,0,9,5,527,35,1400,838,142,104,41,47,182,2,0,9
15,COVASNA,"ŞCOALA GIMNAZIALĂ BĂCEL",134,CHICHIŞ,64238,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:14:45",439,431,1,7,0,190,183,0,7,0,182,8,500,310,81,26,11,47,15,1,0,1
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”BARTHA KÁROLY”",107,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:33",1320,1256,1,49,14,606,542,1,49,14,564,42,1343,737,178,27,7,13,334,1,2,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ GAÁL MÓZES BARAOLT",68,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:53",1183,1176,1,6,0,599,593,0,6,0,554,39,1300,707,19,19,4,12,378,3,46,73
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”GÖDRI FERENC”",26,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:13",1225,1204,2,13,6,426,407,0,13,6,415,11,1400,974,35,9,17,17,323,1,8,5
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”JANCSÓ BENEDEK” GHELINŢA",143,GHELINŢA,64318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:53",1459,1390,0,4,65,820,751,0,4,65,765,55,1568,748,15,17,4,15,667,0,24,23
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”JANCSÓ BENEDEK” GHELINŢA",144,GHELINŢA,64318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:56",1428,1391,1,2,34,627,591,0,2,34,492,135,1500,872,10,7,4,16,424,0,11,20
15,COVASNA,"ŞCOALA GIMNAZIALĂ LĂDĂUŢI",95,BARCANI,63633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:25",554,548,0,5,1,351,345,0,5,1,323,28,600,249,50,221,19,32,0,1,0,0
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” ÎNTORSURA BUZĂULUI",83,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:58",1076,1070,0,6,0,528,522,0,6,0,500,28,1215,687,86,119,192,80,3,17,0,3
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” ÎNTORSURA BUZĂULUI",84,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:46",1207,1200,0,7,0,606,599,0,7,0,569,37,1297,691,98,107,214,123,5,20,1,1
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MOLNÁR JOZSIÁS” TÂRGU SECUIESC",62,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:16",1121,1109,4,6,2,556,548,0,6,2,541,15,1200,634,9,13,2,6,444,3,55,9
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”NICOLAE COLAN”",35,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:33",801,788,1,7,5,316,303,1,7,5,315,1,900,584,19,17,11,8,242,3,9,6
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”NICOLAE COLAN”",34,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:15",951,936,0,9,6,400,385,0,9,6,393,7,1000,600,27,22,25,12,288,2,12,5
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”NICOLAE COLAN”",36,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:24",693,681,2,7,3,252,242,0,7,3,232,7,808,566,14,3,8,12,185,2,2,6
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”NICOLAE COLAN”",33,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:53",1058,1043,1,8,6,466,452,0,8,6,459,7,1100,634,54,19,17,23,326,1,11,8
15,COVASNA,"ŞCOALA GIMNAZIALĂ NR.2 SITA BUZĂULUI",189,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:48",830,817,5,6,2,442,433,1,6,2,420,22,900,458,111,235,21,51,1,1,0,0
15,COVASNA,"ŞCOALA GIMNAZIALĂ OITUZ",122,BREŢCU,64096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:37",256,248,0,8,0,166,158,0,8,0,126,7,300,167,13,44,1,3,62,0,1,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”ORBAN BALAZS” MOACŞA",164,MOACŞA,64568,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:11",562,561,1,0,0,300,300,0,0,0,286,14,640,340,9,18,2,4,253,0,0,0
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” TÂRGU SECUIESC",56,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:43",1218,1208,4,6,0,533,527,0,6,0,517,16,1300,767,12,15,12,3,396,0,61,18
15,COVASNA,"ŞCOALA GIMNAZIALĂ SĂRĂMAŞ",96,BARCANI,63633,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:40",560,548,0,12,0,374,362,0,12,0,343,31,593,219,36,215,23,61,4,3,0,1
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”TREFÁN LEONÁRD” POIAN",177,POIAN,64719,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:57",1003,955,1,1,46,629,582,0,1,46,584,45,1100,471,28,14,7,6,398,0,128,3
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”TUROCZI MÓZES” TÂRGU SECUIESC",58,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:53",1238,1231,0,7,0,457,450,0,7,0,442,15,1300,843,13,26,10,10,319,1,49,14
15,COVASNA,"ŞCOALA GIMNAZIALĂ VÂLCELE",204,VÂLCELE,64942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:52:48",1166,1129,3,5,29,789,755,0,5,29,701,88,1200,411,194,67,14,405,17,3,1,0
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”VÁRADI JÓZSEF”",20,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:11:00",1343,1289,6,7,41,748,699,1,7,41,684,64,1500,752,22,14,17,12,575,3,22,19
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”VÁRADI JÓZSEF”",19,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:30",1011,998,2,8,3,460,449,0,8,3,449,11,1099,639,20,8,15,12,356,3,12,23
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”VÉGH ANTAL” CERNAT",129,CERNAT,64194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:43",1194,1154,1,0,39,645,606,0,0,39,604,41,1305,660,18,9,8,2,501,0,29,37
15,COVASNA,"ŞCOALA GIMNAZIALĂ ZĂBRĂTĂU",192,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:34",437,430,0,6,1,261,254,0,6,1,245,16,500,239,39,129,13,57,2,5,0,0
15,COVASNA,"ŞCOALA PRIMARĂ ARIUŞD",202,VÂLCELE,64942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:41",365,353,0,5,7,235,223,0,5,7,206,13,400,181,121,26,3,30,25,1,0,0
15,COVASNA,"ŞCOALA PRIMARĂ ”BERDE MOZSA” SÎNTIONLUNCA",176,OZUN,64639,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:13",624,615,0,3,6,295,286,0,3,6,280,15,700,405,11,7,6,4,247,0,5,0
15,COVASNA,"ŞCOALA PRIMARĂ BITA",181,RECI,64773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:44",212,200,2,3,7,135,125,0,3,7,134,1,233,98,3,1,0,0,128,0,1,1
15,COVASNA,"ŞCOALA PRIMARĂ ”BODA-POPOVICI” DOBOLII DE JOS",154,ILIENI,64425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:10",436,412,3,4,17,286,265,0,4,17,266,20,503,217,47,21,15,18,136,1,23,5
15,COVASNA,"ŞCOALA PRIMARĂ BOROŞNEU MIC",108,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:44",387,363,0,20,4,226,202,0,20,4,202,24,400,174,45,7,4,3,0,1,141,1
15,COVASNA,"ȘCOALA PRIMARĂ ”BUDAI JÓZSEF” BODOȘ",71,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:42",354,347,0,5,2,185,178,0,5,2,177,8,395,210,5,2,0,2,159,0,6,3
15,COVASNA,"ŞCOALA PRIMARĂ ”DR. BEDŐ ALBERT” CALNIC",198,"VALEA CRIŞULUI",64906,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:33",441,418,0,3,20,267,244,0,3,20,256,11,516,249,3,1,3,1,242,1,5,0
15,COVASNA,"ȘCOALA PRIMARĂ ”FORRÓ ELEK”",148,GHIDFALĂU,64345,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:18:55",558,545,4,1,8,269,260,0,1,8,256,13,600,331,6,2,2,5,234,0,5,2
15,COVASNA,"ŞCOALA PRIMARĂ ”GEORGE COŞBUC” ZAGON",207,ZAGON,65011,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:33",1475,1456,1,5,13,764,747,0,5,12,647,117,1583,819,167,251,28,92,65,43,1,0
15,COVASNA,"ŞCOALA PRIMARĂ HARALE",146,GHELINŢA,64318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:42",203,190,0,5,8,107,94,0,5,8,103,4,300,193,3,0,0,4,93,0,2,1
15,COVASNA,"ŞCOALA PRIMARĂ HETEA",203,VÂLCELE,64942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:19",304,298,0,6,0,216,210,0,6,0,166,50,375,159,41,33,1,89,2,0,0,0
15,COVASNA,"ȘCOALA PRIMARĂ ” HORVÁTH KÁROLY” TELECHIA",114,BRATEŞ,64005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:13",461,447,2,2,10,234,222,0,2,10,216,18,500,266,5,0,1,0,210,0,0,0
15,COVASNA,"SCOALA PRIMARA IMENI",125,CATALINA,64130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:41",239,234,0,5,0,115,110,0,5,0,109,6,300,185,8,2,1,1,74,0,22,1
15,COVASNA,"ȘCOALA PRIMARĂ ÎNTORSURA BUZĂULUI",87,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:34",807,807,0,0,0,488,488,0,0,0,415,73,900,412,80,123,115,87,3,7,0,0
15,COVASNA,"ŞCOALA PRIMARĂ ”JÓKAI MÓR” TURIA",194,TURIA,64871,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:51",668,630,0,3,35,348,310,0,3,35,330,18,700,352,4,1,2,0,312,0,9,2
15,COVASNA,"ŞCOALA PRIMARĂ LEŢ",110,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:49",519,487,0,13,19,320,288,0,13,19,310,10,600,280,71,5,4,2,218,0,9,1
15,COVASNA,"ȘCOALA PRIMARĂ LUNCA MĂRCUȘULUI",138,DOBÂRLĂU,64265,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:17:34",292,287,0,2,3,169,164,0,2,3,155,14,300,131,89,36,12,15,2,1,0,0
15,COVASNA,"ŞCOALA PRIMARĂ MALNAŞ BĂI",159,MALNAŞ,64504,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:11:27",354,347,0,3,4,150,143,0,3,4,144,6,400,250,8,2,1,4,116,3,8,2
15,COVASNA,"ŞCOALA PRIMARĂ MĂRCUŞ",139,DOBÂRLĂU,64265,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:38",338,331,1,5,1,189,183,0,5,1,183,6,400,211,112,29,11,29,0,2,0,0
15,COVASNA,"ŞCOALA PRIMARĂ MĂRTĂNUŞ",121,BREŢCU,64096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:56",613,598,0,5,10,274,259,0,5,10,255,19,700,426,28,52,2,13,153,1,3,3
15,COVASNA,"ȘCOALA PRIMARĂ MICLOŞOARA",73,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:52:28",328,308,1,3,16,181,162,0,3,16,171,10,399,218,8,2,4,1,131,0,19,6
15,COVASNA,"ŞCOALA PRIMARĂ NR.2 GHELINŢA",145,GHELINŢA,64318,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:40",1151,1102,0,1,48,692,643,0,1,48,642,50,1200,508,25,10,6,12,570,0,2,17
15,COVASNA,"ŞCOALA PRIMARĂ NR.2 LEMNIA DE SUS",157,LEMNIA,64461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:31",851,826,0,2,23,390,365,0,2,23,360,30,900,510,8,4,0,0,337,1,5,5
15,COVASNA,"ŞCOALA PRIMARĂ NR.3 TURIA",195,TURIA,64871,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:53",1172,1147,0,0,25,535,510,0,0,25,497,38,1300,765,29,8,4,7,445,0,1,3
15,COVASNA,"ŞCOALA PRIMARĂ ”REMÉNYIK SÁNDOR” ALUNGENI",196,TURIA,64871,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:27",250,226,4,0,20,146,126,0,0,20,140,6,300,154,3,1,0,1,134,0,1,0
15,COVASNA,"ŞCOALA PRIMARĂ RUSENI, TÂRGU SECUIESC",63,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:58",609,602,1,5,1,353,347,0,5,1,348,5,600,247,6,10,3,6,268,1,41,13
15,COVASNA,"ŞCOALA PRIMARĂ ”TUZSON JÁNOS” BELANI",178,POIAN,64719,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:34",393,379,2,1,11,242,230,0,1,11,225,17,431,189,5,3,1,0,182,0,34,0
15,COVASNA,"ŞCOALA PRIMARĂ VALEA DOBÂRLĂULUI",140,DOBÂRLĂU,64265,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:51",264,258,0,4,2,170,164,0,4,2,159,11,302,132,98,24,6,28,2,1,0,0
15,COVASNA,"ŞCOALA PRIMARĂ VALEA ZĂLANULUI",160,MALNAŞ,64504,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:41:35",91,90,0,1,0,43,42,0,1,0,42,1,100,57,1,1,0,0,40,0,0,0
15,COVASNA,"ȘCOALA PRIMARĂ ” VIDA ANDRÁS” PACHIA",113,BRATEŞ,64005,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:14",254,247,0,0,7,151,144,0,0,7,144,7,300,149,6,5,2,0,129,0,0,2
15,COVASNA,"SCOLA PRIMARĂ DOBOLII DE SUS",109,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:54",214,182,0,32,0,147,115,0,32,0,139,7,200,54,81,0,0,2,56,0,0,0
15,COVASNA,"SEDIUL CONSILIULUI LOCAL ARCUŞ",92,ARCUŞ,65113,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:45:39",1434,1400,7,0,27,875,848,0,0,27,847,28,1566,689,23,14,7,5,761,3,25,9
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN AITA SEACĂ",98,BĂŢANI,63802,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:01",574,559,0,7,8,297,282,0,7,8,243,46,600,311,17,4,5,6,195,1,11,4
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN SATUL HERCULIAN",100,BĂŢANI,63802,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:00",932,923,0,0,9,456,447,0,0,9,347,109,1000,544,32,12,6,25,256,1,9,6
15,COVASNA,"SEDIUL PRIMĂRIEI",158,MALNAŞ,64504,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:42:45",397,386,0,0,11,242,231,0,0,11,230,12,427,185,1,2,1,1,219,1,2,3
15,COVASNA,"SEDIUL PRIMARIEI COMANDĂU",135,COMANDĂU,63553,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:28",801,776,2,2,21,446,423,0,2,21,403,43,876,430,15,11,7,10,332,0,2,26
15,COVASNA,"SEDIUL PRIMĂRIEI COMUNEI AITA MARE",90,"AITA MARE",63777,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:37",715,689,4,8,14,379,357,0,8,14,364,15,772,393,5,8,2,7,335,0,5,2
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL A",200,VÂLCELE,64942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:28",667,649,0,3,15,437,419,0,3,15,360,77,700,263,86,209,3,26,34,1,0,1
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL B",201,VÂLCELE,64942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:12",987,976,1,3,7,653,643,0,3,7,535,118,1100,447,133,308,9,48,31,5,1,0
15,COVASNA,"SEDIUL PRIMĂRIEI LEMNIA",156,LEMNIA,64461,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:21",708,676,2,3,27,404,373,1,3,27,378,22,753,349,8,3,11,0,342,0,13,1
15,COVASNA,"ŞTRAND MUNICIPAL SFÂNTU GHEORGHE",40,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:27",1309,1296,5,4,4,517,508,1,4,4,501,11,1400,883,43,19,24,26,371,1,10,7
15,COVASNA,"ŞTRAND MUNICIPAL SFÂNTU GHEORGHE",41,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:21",1594,1563,15,12,4,703,686,1,12,4,674,29,1700,997,57,29,31,27,489,5,20,16
15,COVASNA,"UNIVERSITATEA ”SAPIENTIA” SFANTU GHEORGHE",28,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:26",863,842,2,6,13,373,354,0,6,13,362,11,900,527,12,10,20,10,292,4,7,7
15,COVASNA,"UNIVERSITATEA ”SAPIENTIA” SFANTU GHEORGHE",27,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:31",666,646,0,0,20,666,646,0,0,20,666,0,1600,934,24,22,19,10,563,1,15,12
