precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PĂUŞAN MIRCEA-PARTIDUL NAȚIONAL LIBERAL-voturi","BERESCHI CĂLIN-AUGUSTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MUREŞAN IONIŢĂ-CRISTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL FIRMINIŞ",230,MIRŞID,142122,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:42:16",151,130,1,18,2,105,85,0,18,2,101,4,149,44,15,79,7
33,SĂLAJ,"CĂMINUL CULTURAL MIRŞID",229,MIRŞID,142122,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:15",577,548,0,22,7,419,390,0,22,7,397,22,610,191,92,278,27
33,SĂLAJ,"CĂMINUL CULTURAL POPENI",232,MIRŞID,142122,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:23:42",752,734,0,5,13,481,463,0,5,13,468,13,820,339,128,319,21
33,SĂLAJ,"ŞCOALA CU CLASE I-IV",231,MIRŞID,142122,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:29",454,439,1,8,6,281,267,0,8,6,274,7,500,219,154,118,2
