precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STREJOIU ŞTEFANA-PARTIDUL NAȚIONAL LIBERAL-voturi","BOUROŞU GELU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RĂDUCAN TĂNASE-PARTIDUL SOCIAL DEMOCRAT-voturi"
38,TULCEA,"CĂMINUL CULTURAL SATU NOU",151,"MIHAI BRAVU",160831,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:46",560,535,3,10,12,304,282,0,10,12,296,8,608,304,55,66,175
38,TULCEA,"ȘCOALA GIMNAZIALĂ MIHAI BRAVU",150,"MIHAI BRAVU",160831,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:28",555,532,4,11,8,242,223,0,11,8,230,12,591,349,52,23,155
38,TULCEA,"ȘCOALA GIMNAZIALĂ TURDA",152,"MIHAI BRAVU",160831,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:15",996,966,0,5,25,526,498,0,5,23,503,23,1103,577,110,38,355
