precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi"
21,HARGHITA,"CASA DE CULTURĂ BĂLAN",69,"ORAŞ BĂLAN",83464,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:02:04",1293,1281,0,2,10,475,463,0,2,10,449,25,1400,926,248,10,59,34,29,18,16,10,25
21,HARGHITA,"CLUBUL ELEVILOR BĂLAN",73,"ORAŞ BĂLAN",83464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:19",1283,1277,0,5,1,417,411,0,5,1,393,24,1400,983,100,27,107,41,25,16,7,42,28
21,HARGHITA,"LICEUL TEHNOLOGIC ”LIVIU REBREANU” BĂLAN - CLĂDIRE GRĂDINIȚA NR. 2",72,"ORAŞ BĂLAN",83464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:03",1216,1208,0,7,1,412,404,0,7,1,393,19,1300,888,98,26,87,80,14,23,6,28,31
21,HARGHITA,"SCOALA GIMNAZIALĂ ”GEO BOGZA” BĂLAN - CLĂDIRE ȘCOALA NR. 1",70,"ORAŞ BĂLAN",83464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:28",1205,1190,0,6,9,444,430,0,6,8,432,12,1300,856,193,16,60,39,33,12,8,28,43
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”GEO BOGZA” BĂLAN - CORP A,B",71,"ORAŞ BĂLAN",83464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:23",1170,1158,1,4,7,392,381,0,4,7,386,6,1300,908,140,13,79,40,22,14,16,25,37
