precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETRE ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","STANCU ZAMFIRA-ANINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TUŢĂ NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","CIOBANU IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ANDRONACHE ROMEO-PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"ȘCOALA COJOCARU",299,MOGOŞANI,68128,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:01",656,631,1,20,4,480,456,0,20,4,469,11,710,230,137,5,285,42,0
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ MOGOȘANI",298,MOGOŞANI,68128,1,PART,PRCNCT,P,P_SV,"2024-06-10 15:41:55",1389,1334,0,33,22,1042,987,0,33,22,1016,26,1459,417,419,25,505,64,3
16,DÂMBOVIŢA,"ȘCOALA MERII",300,MOGOŞANI,68128,1,PART,PRCNCT,P,P_SV,"2024-06-10 15:41:43",781,753,0,20,8,602,574,0,20,8,597,5,830,228,179,12,347,50,9
16,DÂMBOVIŢA,"ȘCOALA ZĂVOIU",301,MOGOŞANI,68128,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:04:57",808,711,0,84,13,653,556,0,84,13,646,7,773,120,40,7,462,133,4
