precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL GORNENŢI",234,PODENI,112959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:53",138,118,0,15,5,104,84,0,15,5,102,2,136,32,3,60,7,11,21
27,MEHEDINŢI,"CĂMINUL CULTURAL PODENI",233,PODENI,112959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:39",530,503,1,11,15,374,348,1,11,14,356,18,547,173,49,150,62,68,27
