precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"CĂMIN CULTURAL",178,"BICAZU ARDELEAN",121340,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:09",1286,1259,2,4,21,625,599,1,4,21,604,21,1400,775,51,368,81,92,12
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",180,"BICAZU ARDELEAN",121340,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:57",394,371,0,6,17,250,227,0,6,17,236,14,500,250,14,153,21,35,13
29,NEAMŢ,"ŞCOALA GIMNAZIALA NR.2",179,"BICAZU ARDELEAN",121340,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:03",1040,1020,0,5,15,546,526,0,5,15,529,17,1100,554,43,356,50,73,7
29,NEAMŢ,"ȘCOALA PRIMARĂ NOUĂ TICOȘ",181,"BICAZU ARDELEAN",121340,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:52",237,225,0,6,6,149,137,0,6,6,144,5,238,89,4,106,8,19,7
