precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
3,ARGEŞ,"CĂMIN CULTURAL COŞEŞTI",314,COŞEŞTI,15901,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:55:11",828,820,1,5,2,503,496,0,5,2,486,17,900,397,17,105,295,69
3,ARGEŞ,"CĂMIN CULTURAL JUPÎNEŞTI",315,COŞEŞTI,15901,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:30:36",926,922,0,4,0,535,531,0,4,0,507,28,1000,465,6,54,392,55
3,ARGEŞ,"CĂMIN CULTURAL LEICEŞTI",317,COŞEŞTI,15901,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:26:53",1515,1508,0,6,1,860,853,0,6,1,839,21,1600,740,40,197,404,198
3,ARGEŞ,"CĂMINUL CULTURAL LĂPUŞANI",316,COŞEŞTI,15901,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:07",312,308,0,4,0,198,194,0,4,0,192,6,392,194,8,48,91,45
3,ARGEŞ,"ŞCOALA PETREŞTI",318,COŞEŞTI,15901,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:12",694,686,0,6,2,417,409,0,6,2,406,11,800,383,4,69,269,64
