precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARASCHIV CRISTIAN-VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","MOISE DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NIŢĂ DRAGOŞ-PARTIDUL NAȚIONAL LIBERAL-voturi"
31,PRAHOVA,"CASA DE CULTURĂ PLOPENI",246,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:29:03",1207,1185,2,10,10,721,701,0,10,10,698,23,1300,579,180,68,450
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",251,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:29",1317,1284,5,14,14,812,784,0,14,14,786,26,1400,588,181,30,575
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",250,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:10",1355,1340,0,9,6,772,757,0,9,6,745,27,1563,583,192,43,510
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",249,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:26",1077,1052,2,18,5,605,581,1,18,5,585,20,1200,595,239,46,300
31,PRAHOVA,"SALA POLIVALENTĂ PLOPENI",248,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:28:36",1044,1027,0,15,2,583,566,0,15,2,554,25,1100,521,210,40,304
31,PRAHOVA,"SALA POLIVALENTĂ PLOPENI",247,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:04",1134,1117,0,15,2,634,617,0,15,2,607,27,1200,566,205,51,351
