precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL CRESTUR",478,PETREU,27169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:10:08",404,398,1,5,0,197,192,0,5,0,179,18,444,247,134,30,15
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 PETREU",476,PETREU,27169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:32",1423,1398,2,10,13,733,708,2,10,13,682,51,1565,832,581,40,61
5,BIHOR,"ȘCOALA GENERALĂ FĂNCICA",479,PETREU,27169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:40",234,229,1,4,0,85,81,0,4,0,81,4,255,170,6,38,37
5,BIHOR,"VECHIUL SEDIU AL PRIMĂRIEI ABRĂMUȚ",477,PETREU,27169,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:45:22",368,365,0,3,0,140,137,0,3,0,130,10,406,266,42,22,66
