precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
25,ILFOV,"GRĂDINIȚA NR. 1",242,JILAVA,179383,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:58:18",1404,1378,3,23,0,998,975,0,23,0,959,39,1500,502,487,341,75,6,21,29
25,ILFOV,"POLICLINICA JILAVA",246,JILAVA,179383,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:20:06",1851,1807,3,38,3,1216,1175,0,38,3,1154,62,1979,763,411,514,77,9,104,39
25,ILFOV,"PROPRIETATE PRIVATĂ BACHAR DAVID-SAMUIL",241,JILAVA,179383,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:48:17",1647,1629,3,13,2,856,841,0,13,2,778,78,1800,944,346,230,58,14,28,102
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.1",243,JILAVA,179383,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:01:28",1878,1853,0,24,1,1112,1087,0,24,1,1066,46,2100,988,430,418,94,10,34,80
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",245,JILAVA,179383,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 15:49:31",863,821,0,15,27,602,560,0,15,27,541,61,900,298,194,256,14,7,51,19
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",244,JILAVA,179383,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 14:07:18",1308,1291,4,11,2,738,725,0,11,2,713,25,1400,662,319,258,68,11,32,25
