precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",182,NANA,104323,4,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:23:12",817,740,0,9,68,546,470,0,9,67,517,29,891,345,42,267,26,182
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",183,NANA,104323,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:41:07",931,856,2,5,68,677,605,0,5,67,631,46,1021,344,64,360,37,170
