precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL GĂLĂȘENI, NR.50",135,CUZĂPLAC,140869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:18:26",104,81,0,21,2,81,58,0,21,2,79,2,95,14,55,1,0,5,18,0
33,SĂLAJ,"CĂMINUL CULTURAL RUGINOASA, NR.22",138,CUZĂPLAC,140869,1,PROV,PRCNCT,CL,CL_SV,"2024-06-09 23:54:23",71,52,0,19,0,51,32,0,19,0,43,8,66,15,21,1,1,11,9,0
33,SĂLAJ,"CENTRUL DE ZI PETRINDU, NR.78",137,CUZĂPLAC,140869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:43",347,310,0,31,6,275,238,0,31,6,260,15,350,75,89,16,29,83,43,0
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MIERȚA, NR.97",136,CUZĂPLAC,140869,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:07:35",110,94,0,12,4,84,68,0,12,4,77,6,105,22,47,2,0,12,16,0
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV TĂMAȘA, NR.219",139,CUZĂPLAC,140869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:43:19",279,254,0,19,6,231,206,0,19,6,220,11,270,39,137,3,14,37,25,4
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CUZĂPLAC, NR.242",134,CUZĂPLAC,140869,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:19:26",386,361,0,14,11,291,266,0,14,11,273,17,413,123,131,48,7,48,32,7
