precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 HURDUGI",276,"DIMITRIE CANTEMIR",164277,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:10",482,479,0,3,0,254,251,0,3,0,237,17,500,246,28,108,93,8,0
39,VASLUI,"ȘCOALA PRIMARĂ GRUMEZOAIA",277,"DIMITRIE CANTEMIR",164277,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:08:45",310,307,0,2,1,189,186,0,2,1,176,13,324,135,3,37,129,6,1
39,VASLUI,"ŞCOALA PRIMARĂ GUȘIȚEI",278,"DIMITRIE CANTEMIR",164277,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:19:28",644,641,0,1,2,358,355,0,1,2,339,19,700,342,18,249,67,4,1
39,VASLUI,"ŞCOALA PRIMARĂ PLOTONEŞTI",279,"DIMITRIE CANTEMIR",164277,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:07:25",247,241,0,4,2,126,120,0,4,2,120,6,300,174,5,56,54,5,0
39,VASLUI,"ŞCOALA PRIMARĂ URLAŢI",280,"DIMITRIE CANTEMIR",164277,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:49:36",180,176,0,0,4,103,99,0,0,4,98,5,213,110,1,21,74,2,0
