precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FAUR FLORENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ILISIE EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi","SUCIU VIOREL-VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi","LUCUŞ IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SATMARI CIPRIAN-VIRGIL-PARTIDUL S.O.S. ROMÂNIA-voturi"
5,BIHOR,"GRĂDINIȚA DE COPII",414,"HUSASĂU DE TINCA",29662,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:45",725,655,4,36,30,467,400,1,36,30,453,14,717,250,368,75,4,5,1
5,BIHOR,"ȘCOALA CU CLASELE I-IV FONĂU",415,"HUSASĂU DE TINCA",29662,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:04",192,186,0,5,1,99,93,0,5,1,95,4,206,107,76,13,4,1,1
5,BIHOR,"ȘCOALA CU CLASELE I-IV MIERSIG",416,"HUSASĂU DE TINCA",29662,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:07",379,320,1,36,22,236,179,0,36,21,232,4,350,114,169,29,2,22,10
5,BIHOR,"ȘCOALA CU CLASELE I-IV OȘAND",417,"HUSASĂU DE TINCA",29662,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:16",434,427,0,5,2,238,231,0,5,2,226,12,467,229,184,9,14,17,2
5,BIHOR,"ȘCOALA CU CLASELE I-IV SITITELEC",418,"HUSASĂU DE TINCA",29662,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:38",307,256,0,36,15,206,155,0,36,15,204,2,291,85,139,23,2,24,16
