precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MATIŞ HOREA-DORIN-voturi"
13,CLUJ,"CAMIN CULTURAL",290,"ORAŞ HUEDIN",55446,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:04:18",253,246,0,6,1,133,126,0,6,1,133,0,272,139,0,7,96,11,0,19,0
13,CLUJ,"CASA DE COPII",286,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:09:10",1538,1520,1,10,7,882,865,0,10,7,859,23,1729,847,8,150,179,244,63,136,79
13,CLUJ,"FOSTA CASĂ PAROHIALĂ",289,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:51",353,343,0,9,1,101,91,0,9,1,82,19,382,281,23,13,5,18,6,13,4
13,CLUJ,"LICEUL TEHNOLOGIC VLADEASA",285,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:27",1512,1479,0,9,24,672,639,0,9,24,640,32,1644,972,25,91,258,121,35,84,26
13,CLUJ,"LICEUL TEORETIC OCTAVIAN GOGA",288,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:33:16",1320,1306,0,12,2,715,701,0,12,2,705,10,1455,740,5,94,185,175,50,140,56
13,CLUJ,"PRIMARIA ORAS HUEDIN",287,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:51:16",1414,1395,5,9,5,689,674,1,9,5,636,53,1562,873,41,109,154,174,33,91,34
13,CLUJ,"SCOALA NOUA CU 16 SALI DE CLASA",284,"ORAŞ HUEDIN",55446,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:12",1004,989,1,10,4,580,566,0,10,4,563,17,1142,562,10,91,130,159,50,75,48
