precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ GURA SOLCII",342,GRĂNICEŞTI,148970,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:52",636,632,0,4,0,247,243,0,4,0,242,5,800,553,12,178,21,28,3
35,SUCEAVA,"SCOALA GIMNAZIALA MIHAIL SADOVEANU GRANICESTI",340,GRĂNICEŞTI,148970,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:38:10",930,929,0,0,1,337,336,0,0,1,323,14,996,659,24,122,101,62,14
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” GRĂNICEŞTI",339,GRĂNICEŞTI,148970,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:57:04",1030,1027,0,2,1,395,392,0,2,1,381,14,1062,667,23,129,140,65,24
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ROMÂNEŞTI",344,GRĂNICEŞTI,148970,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:03:55",586,580,1,5,0,251,246,0,5,0,234,17,600,349,108,77,35,12,2
35,SUCEAVA,"ȘCOALA PRIMARĂ DUMBRAVA",341,GRĂNICEŞTI,148970,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:59:01",374,362,0,11,1,154,142,0,11,1,146,8,400,246,21,48,50,21,6
35,SUCEAVA,"ŞCOALA PRIMARĂ IACOBEŞTI",343,GRĂNICEŞTI,148970,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:39:14",445,445,0,0,0,191,191,0,0,0,191,0,600,409,46,57,24,50,14
35,SUCEAVA,"ŞCOALA PRIMARĂ SLOBOZIA SUCEVEI",345,GRĂNICEŞTI,148970,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:34:15",580,573,0,7,0,211,204,0,7,0,204,7,600,389,42,56,67,34,5
