county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","COJOCARU DOREL-voturi","COJOCARU DOREL-mandate-faza-1","COJOCARU DOREL-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","SPULBER GHEORGHE-voturi","SPULBER GHEORGHE-mandate-faza-1","SPULBER GHEORGHE-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ZAMFIR VIORICA-voturi","ZAMFIR VIORICA-mandate-faza-1","ZAMFIR VIORICA-mandate-faza-2","SECARĂ SORIN-voturi","SECARĂ SORIN-mandate-faza-1","SECARĂ SORIN-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","ZÎRNĂ CRISTIAN-voturi","ZÎRNĂ CRISTIAN-mandate-faza-1","ZÎRNĂ CRISTIAN-mandate-faza-2","DANŢIŞ COSTICĂ-voturi","DANŢIŞ COSTICĂ-mandate-faza-1","DANŢIŞ COSTICĂ-mandate-faza-2","RADU IONEL-voturi","RADU IONEL-mandate-faza-1","RADU IONEL-mandate-faza-2","OPREA ZAMFIREL-voturi","OPREA ZAMFIREL-mandate-faza-1","OPREA ZAMFIREL-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","DUMITRACHE MARICICA-voturi","DUMITRACHE MARICICA-mandate-faza-1","DUMITRACHE MARICICA-mandate-faza-2","MORARU CRISTINEL-voturi","MORARU CRISTINEL-mandate-faza-1","MORARU CRISTINEL-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","ANGHEL IUSTINA-voturi","ANGHEL IUSTINA-mandate-faza-1","ANGHEL IUSTINA-mandate-faza-2","PANTAZICĂ SIMION-voturi","PANTAZICĂ SIMION-mandate-faza-1","PANTAZICĂ SIMION-mandate-faza-2","TUFĂNOIU CRISTINA-voturi","TUFĂNOIU CRISTINA-mandate-faza-1","TUFĂNOIU CRISTINA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2"
41,VRANCEA,"ANDREIAŞU DE JOS",175126,2,FINAL,UAT,CL,CL_CE,"2024-06-12 12:12:43",1344,1263,0,40,41,843,762,0,40,41,804,29,1429,590,40,56,64,70,558,7,1,213,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,BĂLEŞTI,175206,2,FINAL,UAT,CL,CL_CE,"2024-06-11 14:04:09",1548,1357,0,46,145,1096,905,0,46,145,1052,44,1646,550,52,73,84,95,219,2,0,833,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,BÂRSEŞTI,175224,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:29:57",1145,1056,0,42,47,786,697,0,42,47,764,22,1216,430,38,53,61,81,331,4,0,354,4,0,0,0,0,52,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,BILIEŞTI,178929,2,FINAL,UAT,CL,CL_CE,"2024-06-17 15:41:03",2096,2041,3,39,13,1215,1163,0,39,13,1167,48,2265,1050,58,81,93,94,379,4,0,665,7,0,68,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,BOGHEŞTI,175260,2,FINAL,UAT,CL,CL_CE,"2024-06-11 15:26:00",1153,1078,0,39,36,818,743,0,39,36,772,46,1216,398,38,54,61,79,307,3,1,137,1,1,59,0,0,0,0,0,0,0,0,217,2,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,BOLOTEŞTI,175368,2,FINAL,UAT,CL,CL_CE,"2024-06-11 18:55:01",3899,3708,4,74,113,2269,2081,1,74,113,2184,85,4198,1929,109,152,174,160,328,2,0,1597,9,1,100,0,0,159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,BORDEŞTI,175439,2,FINAL,UAT,CL,CL_CE,"2024-06-17 21:56:18",1384,1322,0,20,42,837,775,0,20,42,766,48,1494,680,38,53,61,67,292,4,0,254,3,1,138,2,0,61,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,BROŞTENI,175466,1,FINAL,UAT,CL,CL_CE,"2024-06-11 11:12:42",1898,1883,3,7,5,1122,1109,1,7,5,1057,65,2074,952,52,73,84,96,420,4,0,439,4,1,0,0,0,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,CÂMPINEANCA,174780,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:03:19",3946,3859,4,63,20,2200,2117,0,63,20,2129,71,4249,2049,106,149,170,160,1188,7,0,512,3,0,275,1,1,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,CÂMPURI,175670,2,FINAL,UAT,CL,CL_CE,"2024-06-11 21:44:04",2900,2790,3,24,83,1601,1493,2,24,82,1517,84,3162,1561,75,106,121,112,822,7,0,522,4,1,0,0,0,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
