county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","COJOCARU DOREL-voturi","COJOCARU DOREL-mandate-faza-1","COJOCARU DOREL-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","SPULBER GHEORGHE-voturi","SPULBER GHEORGHE-mandate-faza-1","SPULBER GHEORGHE-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ZAMFIR VIORICA-voturi","ZAMFIR VIORICA-mandate-faza-1","ZAMFIR VIORICA-mandate-faza-2","SECARĂ SORIN-voturi","SECARĂ SORIN-mandate-faza-1","SECARĂ SORIN-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","ZÎRNĂ CRISTIAN-voturi","ZÎRNĂ CRISTIAN-mandate-faza-1","ZÎRNĂ CRISTIAN-mandate-faza-2","DANŢIŞ COSTICĂ-voturi","DANŢIŞ COSTICĂ-mandate-faza-1","DANŢIŞ COSTICĂ-mandate-faza-2","RADU IONEL-voturi","RADU IONEL-mandate-faza-1","RADU IONEL-mandate-faza-2","OPREA ZAMFIREL-voturi","OPREA ZAMFIREL-mandate-faza-1","OPREA ZAMFIREL-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","DUMITRACHE MARICICA-voturi","DUMITRACHE MARICICA-mandate-faza-1","DUMITRACHE MARICICA-mandate-faza-2","MORARU CRISTINEL-voturi","MORARU CRISTINEL-mandate-faza-1","MORARU CRISTINEL-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","ANGHEL IUSTINA-voturi","ANGHEL IUSTINA-mandate-faza-1","ANGHEL IUSTINA-mandate-faza-2","PANTAZICĂ SIMION-voturi","PANTAZICĂ SIMION-mandate-faza-1","PANTAZICĂ SIMION-mandate-faza-2","TUFĂNOIU CRISTINA-voturi","TUFĂNOIU CRISTINA-mandate-faza-1","TUFĂNOIU CRISTINA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2"
41,VRANCEA,CÂRLIGELE,175732,2,FINAL,UAT,CL,CL_CE,"2024-06-12 17:41:49",2506,2398,1,21,86,1406,1299,0,21,86,1346,57,2725,1317,67,94,107,88,1062,12,0,61,0,0,35,0,0,86,0,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,CHIOJDENI,175509,2,FINAL,UAT,CL,CL_CE,"2024-06-12 19:07:48",1781,1716,1,34,30,1175,1111,0,34,30,1116,59,1920,745,55,78,89,101,526,5,0,590,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,CIORĂŞTI,175590,2,FINAL,UAT,CL,CL_CE,"2024-06-11 14:31:16",2158,2099,3,43,13,1188,1131,1,43,13,1090,98,2320,1132,54,76,87,99,143,1,0,837,8,1,0,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,CORBIŢA,175787,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:00:17",1340,1311,1,26,2,837,809,0,26,2,798,38,1437,587,39,55,63,72,378,5,0,420,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,COTEŞTI,175885,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:42:53",4060,3958,4,42,56,2353,2253,2,42,56,2225,128,4415,2062,111,155,178,171,747,4,0,263,1,1,936,5,0,279,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,DUMBRĂVENI,175938,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:01:44",3726,3646,4,40,36,2114,2036,2,40,36,2024,90,4031,1917,101,141,161,144,965,6,1,671,4,1,85,0,0,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,DUMITREŞTI,175983,2,FINAL,UAT,CL,CL_CE,"2024-06-12 09:50:28",3480,3255,1,111,113,2549,2327,0,111,111,2381,133,3709,1195,119,166,190,167,1566,9,0,212,1,0,84,0,0,403,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,FITIONEŞTI,176150,2,FINAL,UAT,CL,CL_CE,"2024-06-12 13:59:26",2097,2048,2,42,5,1155,1108,0,42,5,1108,47,2254,1099,55,77,88,100,434,4,1,218,2,0,0,0,0,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,0,220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,GAROAFA,176212,2,FINAL,UAT,CL,CL_CE,"2024-06-17 15:45:04",3902,3860,2,39,1,2072,2031,1,39,1,1963,109,4283,2211,98,137,157,143,345,2,0,1213,8,1,104,0,0,301,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,GOLEŞTI,174824,2,FINAL,UAT,CL,CL_CE,"2024-06-11 17:40:22",4034,4009,5,4,16,1945,1927,0,4,14,1896,49,4439,2494,94,132,151,145,1182,8,0,236,1,1,221,1,0,257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,GOLOGANU,178938,2,FINAL,UAT,CL,CL_CE,"2024-06-17 15:48:32",2510,2470,0,14,26,1501,1461,0,14,26,1418,83,2743,1242,70,99,113,120,703,5,1,192,1,0,0,0,0,347,2,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,GUGEŞTI,176301,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:30:04",5310,5210,3,30,67,2490,2392,1,30,67,2378,112,5830,3340,118,166,190,158,1934,12,0,444,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,"GURA CALIŢEI",176338,2,FINAL,UAT,CL,CL_CE,"2024-06-11 15:30:23",2027,1933,0,44,50,1289,1196,0,44,49,1222,67,2183,894,61,85,97,111,186,1,0,750,6,1,0,0,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,HOMOCEA,176445,2,FINAL,UAT,CL,CL_CE,"2024-06-12 11:02:50",5992,5895,0,29,68,2165,2068,0,29,68,2070,95,6560,4395,103,144,165,134,225,1,1,1466,10,1,0,0,0,157,1,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,JARIŞTEA,176506,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:11:34",3458,3380,1,58,19,1835,1758,0,58,19,1770,63,3736,1902,88,123,141,136,397,2,1,1185,8,1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,JITIA,176551,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:57:19",1230,1188,0,10,32,821,779,0,10,32,771,50,1360,539,38,53,61,70,506,7,0,265,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,MĂICĂNEŞTI,176613,2,FINAL,UAT,CL,CL_CE,"2024-06-13 10:00:56",3566,3334,2,99,131,2220,1990,0,99,131,2114,106,3853,1633,105,147,169,149,144,0,1,1801,12,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,MERA,176686,2,FINAL,UAT,CL,CL_CE,"2024-06-11 20:01:55",3178,3074,3,27,74,1957,1855,1,27,74,1881,76,3459,1502,94,131,150,134,830,6,0,920,6,1,42,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,MILCOVUL,176748,2,FINAL,UAT,CL,CL_CE,"2024-06-10 17:41:44",2920,2891,2,3,24,1572,1545,0,3,24,1523,49,3207,1635,76,106,121,117,886,7,1,295,2,0,226,1,1,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,MOVILIŢA,176793,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:20:50",3078,3021,4,35,18,1588,1535,0,35,18,1493,95,3283,1695,74,104,119,110,479,4,0,218,1,1,0,0,0,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,3,1,205,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,"MUNICIPIUL ADJUD",174860,1,FINAL,UAT,CL,CL_CE,"2024-06-11 18:15:38",15960,15853,4,89,14,6837,6734,0,89,14,6487,340,17544,10684,324,454,518,346,2473,7,0,2097,6,0,172,0,0,669,1,1,0,0,0,651,1,1,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,"MUNICIPIUL FOCŞANI",174744,1,FINAL,UAT,CL,CL_CE,"2024-06-11 22:59:38",74361,73686,90,511,74,31877,31295,2,511,69,30807,1068,81622,49747,1540,2156,2464,1332,13605,10,0,7012,5,0,4086,3,0,3283,2,1,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,NĂNEŞTI,176855,2,FINAL,UAT,CL,CL_CE,"2024-06-11 20:40:34",1766,1656,0,19,91,991,881,0,19,91,949,42,1924,933,47,66,75,86,410,4,1,435,5,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,VRANCEA,NĂRUJA,176891,2,FINAL,UAT,CL,CL_CE,"2024-06-11 15:53:55",1514,1471,2,7,34,932,891,0,7,34,903,27,1654,724,45,63,72,81,766,9,0,12,0,0,0,0,0,125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
