precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE-voturi","FORȚA DREPTEI-voturi"
17,DOLJ,"PIAȚĂ AGROALIMENTARĂ",436,PIELEŞTI,73629,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:05:39",1024,969,11,44,0,580,536,0,44,0,571,9,1100,520,60,216,207,31,6,7,0,10,34
17,DOLJ,"ŞCOALA GIMNAZIALĂ PIELEŞTI",437,PIELEŞTI,73629,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:57:46",612,593,1,13,5,444,426,0,13,5,424,20,700,256,170,8,177,13,15,9,20,2,10
17,DOLJ,"ŞCOALA GIMNAZIALĂ PIELEŞTI",434,PIELEŞTI,73629,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:44:01",1349,1264,2,68,15,1012,929,0,68,15,874,55,1289,360,233,30,221,126,60,13,3,23,165
17,DOLJ,"SEDIUL FOSTEI ŞCOLI GENERALE NR 2 PIELEŞTI",435,PIELEŞTI,73629,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:57:59",1058,996,15,37,10,707,660,0,37,10,677,30,1100,393,179,38,268,31,17,18,7,72,47
