precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA REPER SENS URS.PDF PENTRU SECTORUL 3-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",650,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:05:58",1699,1688,8,3,0,343,340,0,3,0,331,12,1881,1538,187,40,12,18,30,44
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",646,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-09 23:54:02",1681,1673,0,8,0,78,70,0,8,0,77,1,1866,1788,40,15,2,5,6,9
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",645,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:15:25",1673,1667,0,6,0,79,73,0,6,0,75,4,1869,1790,48,9,1,1,7,9
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",642,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:27:22",2914,2908,0,6,0,98,92,0,6,0,92,0,3260,3168,51,11,6,9,7,8
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",643,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 00:56:57",2918,2913,0,5,0,147,142,0,5,0,139,8,3257,3110,65,22,4,10,18,20
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.47;",649,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:57:03",1776,1770,0,6,0,327,321,0,6,0,313,14,1967,1640,149,50,8,18,35,53
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",511,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:39:40",976,958,4,14,0,420,406,0,14,0,406,14,1063,643,181,28,33,15,26,123
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",512,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:48:48",1307,1290,5,12,0,609,597,0,12,0,591,18,1453,844,263,61,42,13,27,185
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",519,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:51:29",1185,1169,11,5,0,460,455,0,5,0,454,6,1310,850,224,39,40,14,21,116
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",514,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:46:56",1263,1254,4,5,0,629,624,0,5,0,601,28,1378,749,272,61,51,21,25,171
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",513,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:30:34",1415,1403,2,10,0,587,577,0,10,0,569,18,1549,962,237,50,58,18,29,177
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",517,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:04:48",1264,1256,1,6,1,503,496,0,6,1,494,9,1385,882,205,52,42,12,37,146
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",520,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:16:34",1402,1387,4,11,0,586,575,0,11,0,568,18,1529,943,236,53,60,17,36,166
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",518,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:13:56",1103,1091,1,11,0,447,436,0,11,0,425,13,1202,764,189,34,36,24,21,121
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",515,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:08:12",1227,1216,3,8,0,511,503,0,8,0,491,20,1348,837,207,45,44,19,32,144
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",516,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:52:06",1072,1032,4,36,0,450,414,0,36,0,409,12,1140,719,181,33,40,16,31,108
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",637,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:08:53",1875,1870,2,3,0,243,240,0,3,0,232,11,2069,1826,110,28,12,12,13,57
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",631,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 00:20:51",1610,1605,0,5,0,8,3,0,5,0,8,0,1799,1791,3,3,1,0,1,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",628,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:24:50",2640,2633,0,7,0,225,218,0,7,0,208,17,2923,2698,111,21,11,10,21,34
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",625,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:36:35",1874,1867,3,4,0,209,205,0,4,0,202,7,2072,1863,105,36,7,11,17,26
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",638,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:15:09",1863,1857,0,6,0,138,132,0,6,0,133,5,2072,1934,50,24,3,16,17,23
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",636,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:29:51",1740,1740,0,0,0,218,218,0,0,0,209,9,1740,1522,106,27,17,9,18,32
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",629,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:44:36",1886,1880,0,6,0,297,291,0,6,0,277,20,2077,1780,145,41,11,14,35,31
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",633,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:19:06",1716,1713,0,3,0,116,113,0,3,0,106,10,1902,1786,57,14,5,5,11,14
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",626,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:37:45",1794,1789,1,4,0,312,308,0,4,0,295,15,1987,1675,154,38,16,15,14,58
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",623,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:17:07",1680,1675,4,1,0,441,440,0,1,0,422,19,1851,1410,210,54,24,26,39,69
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",627,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:06:18",3361,3351,6,4,0,343,339,0,4,0,332,11,3721,3378,158,47,12,14,35,66
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",621,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:03:05",3152,3147,0,5,0,30,25,0,5,0,29,1,3147,3117,11,5,1,3,3,6
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",632,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:36:32",1654,1650,1,3,0,161,158,0,3,0,161,0,1843,1676,102,21,4,2,10,22
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",635,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:01:22",1830,1825,0,5,0,212,207,0,5,0,203,9,2042,1830,116,16,15,13,18,25
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",634,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:52:44",2323,2323,0,0,0,34,34,0,0,0,32,2,2584,2550,10,2,2,2,4,12
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",630,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:08:43",3934,3929,1,4,0,335,331,0,4,0,319,16,4357,4022,188,41,7,15,40,28
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",622,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:59:13",1822,1817,0,5,0,224,219,0,5,0,212,12,2019,1795,100,36,9,9,13,45
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",639,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:31:16",1630,1623,0,7,0,60,53,0,7,0,57,3,1823,1763,26,5,0,11,6,9
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",624,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:16:29",1680,1675,1,4,0,169,165,0,4,0,164,5,1867,1698,78,30,9,15,17,15
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.55;",640,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:59:43",2804,2798,0,6,0,87,81,0,6,0,84,3,3158,3071,28,10,11,5,4,26
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.67;",661,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:02:41",1540,1530,0,10,0,669,659,0,10,0,642,27,1702,1033,291,83,47,19,29,173
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.67;",662,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:42:49",1753,1730,18,5,0,695,690,0,5,0,673,22,1933,1238,356,78,41,19,35,144
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",652,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:46:00",1803,1800,0,3,0,598,595,0,3,0,586,12,2000,1402,287,82,38,30,45,104
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",654,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:38:09",1475,1464,4,7,0,171,164,0,7,0,168,3,1631,1460,78,21,10,11,14,34
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",651,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:25:19",1572,1565,2,5,0,355,350,0,5,0,344,11,1733,1378,199,36,10,14,25,60
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",658,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 00:03:51",1854,1846,0,8,0,12,4,0,8,0,12,0,2063,2051,4,1,0,0,0,7
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",655,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:25:07",1655,1649,0,6,0,85,79,0,6,0,82,3,1829,1744,43,15,2,3,10,9
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",653,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 00:13:53",1566,1563,0,3,0,69,66,0,3,0,66,3,1760,1691,36,8,0,1,4,17
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",657,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 00:38:42",1816,1812,0,4,0,16,12,0,4,0,16,0,2010,1994,4,0,1,0,0,11
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",656,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:36:41",1600,1592,1,7,0,393,390,0,3,0,383,10,1753,1360,207,45,24,23,25,59
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.78;",660,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 00:48:08",1933,1925,0,8,0,10,2,0,8,0,9,0,2146,2136,3,2,3,0,0,1
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.78;",659,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 00:57:03",1886,1879,0,7,0,10,3,0,7,0,10,0,2093,2083,4,1,1,1,0,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",408,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:54:00",1117,1100,3,13,1,579,564,1,13,1,562,16,1231,652,161,40,71,8,18,264
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",409,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:22:01",1014,1002,3,9,0,485,476,0,9,0,467,18,1102,617,175,35,44,15,21,177
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",403,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:32:17",1114,1095,7,12,0,387,374,1,12,0,371,16,1210,823,181,24,31,10,16,109
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",402,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:16:07",1237,1219,11,7,0,584,577,0,7,0,572,12,1342,758,256,67,51,14,25,159
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",405,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:28:38",1435,1420,5,8,2,709,698,1,8,2,694,15,1585,876,296,48,52,24,27,247
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",406,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:17:39",1003,986,0,16,1,470,453,0,16,1,439,15,1086,632,181,30,50,18,14,146
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",404,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-13 22:57:15",1936,1841,86,9,0,868,859,0,9,0,841,23,2022,1154,322,59,70,27,37,326
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",407,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:07:27",970,956,7,7,0,425,417,1,7,0,417,8,1075,650,164,41,37,9,19,147
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",414,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:23:55",1814,1775,25,13,1,980,966,0,13,1,929,37,1958,984,323,96,88,40,19,363
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",412,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:30:14",1372,1351,7,13,1,701,687,0,13,1,671,23,1489,790,245,68,60,29,35,234
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",417,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:30:49",1329,1305,6,18,0,613,595,0,18,0,595,18,1431,818,226,49,53,18,16,233
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",418,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 13:22:59",1171,1142,17,12,0,603,591,0,12,0,593,8,1252,651,235,59,41,15,24,219
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",411,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:49:37",1564,1553,0,11,0,639,628,0,11,0,607,21,1712,1084,226,67,43,16,37,218
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",416,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:53:24",1414,1407,3,4,0,670,666,0,4,0,655,15,1552,882,288,62,46,17,19,223
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",410,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:55:32",1817,1769,19,29,0,924,894,1,29,0,910,14,1949,1021,373,98,70,27,29,313
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",415,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 22:33:46",1453,1421,19,13,0,658,645,0,13,0,641,17,1561,902,235,65,64,17,25,235
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.81;",413,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:25:48",1034,997,19,15,3,481,469,1,8,3,475,6,1095,614,186,54,47,19,27,142
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",606,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:21:47",1737,1722,6,9,0,749,740,0,9,0,726,23,1920,1171,325,77,47,21,25,231
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",611,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:21:13",1524,1511,3,9,1,662,652,0,9,1,633,29,1659,997,265,65,53,20,26,204
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",608,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:48:03",1464,1456,3,5,0,616,611,0,5,0,595,21,1621,1005,268,58,53,23,33,160
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",607,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:13:45",1376,1356,2,17,1,576,558,0,17,1,552,24,1492,916,256,56,35,19,33,153
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",609,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:36:08",1919,1913,1,5,0,860,855,0,5,0,836,24,2114,1254,338,79,82,26,39,272
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",612,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 00:36:52",1990,1981,2,6,1,872,865,0,6,1,844,28,2164,1292,353,73,84,25,37,272
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",610,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:52:52",1912,1892,7,13,0,957,944,0,13,0,894,63,2079,1122,305,53,112,19,33,372
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR. 82;",605,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 07:40:27",2040,2014,8,18,0,1026,1007,1,18,0,1006,20,2171,1144,380,59,123,20,38,386
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",446,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 00:44:00",1321,1311,1,9,0,583,574,0,9,0,562,21,1443,562,269,50,52,9,24,158
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",444,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:06:39",1201,1189,5,7,0,539,531,1,7,0,527,12,1321,782,226,38,44,21,23,175
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",445,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:47:51",1321,1309,4,8,0,564,556,0,8,0,538,21,1443,881,240,79,9,41,26,143
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",442,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 23:38:06",1442,1425,9,8,0,670,662,0,8,0,644,24,1592,924,256,64,54,21,23,226
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84",443,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:21:14",1334,1313,0,21,0,409,388,0,21,0,387,21,1445,1036,156,32,28,18,40,113
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.84;",447,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:06:36",1086,1073,4,9,0,425,416,0,9,0,414,11,1195,770,175,46,37,19,17,120
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",449,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:00:17",1783,1763,7,13,0,842,829,0,13,0,819,23,1945,1103,291,62,80,25,42,319
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",454,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:03:06",1600,1584,7,9,0,718,709,0,9,0,697,18,1740,1022,248,53,64,18,19,295
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",451,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:20:15",1544,1533,3,8,0,692,684,0,8,0,655,37,1689,997,243,82,63,20,30,217
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",453,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:37:53",1268,1246,9,13,0,569,554,2,13,0,552,15,1386,817,214,65,53,12,18,190
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",452,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:27:04",1522,1513,2,7,0,618,611,0,7,0,595,22,1665,1047,241,66,40,15,27,206
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",448,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:55:09",1257,1244,0,11,2,576,563,0,11,2,550,26,1382,801,211,54,51,14,23,197
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.86;",450,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:35:06",1551,1536,4,10,1,704,693,0,10,1,679,25,1687,983,249,75,60,29,39,227
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",479,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:38:13",1424,1412,2,10,0,722,712,0,10,0,694,28,1554,832,273,61,65,11,21,263
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",476,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:54:52",1336,1323,4,9,0,643,633,1,9,0,627,16,1454,811,216,61,57,22,23,248
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",480,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:34:29",1229,1209,4,16,0,589,573,0,16,0,573,16,1334,745,232,54,45,14,20,208
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",475,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:32:21",1295,1280,1,14,0,563,549,0,14,0,542,17,1409,850,196,55,40,21,29,201
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",478,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:59:39",1395,1381,1,12,1,706,693,0,12,1,694,12,1522,814,256,62,63,14,28,271
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.88",477,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:14:42",1222,1207,3,12,0,567,555,0,12,0,539,26,1337,744,208,45,51,16,33,186
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",535,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:02:44",1408,1405,0,3,0,608,605,0,3,0,589,19,1547,935,292,56,42,26,24,149
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",529,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:03:00",1539,1519,5,14,1,689,674,0,14,1,674,15,1673,980,310,61,46,22,25,210
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",534,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:59:23",1664,1659,2,3,0,731,728,0,3,0,716,15,1829,1098,321,62,55,37,42,199
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.92;",531,"BUCUREŞTI SECTORUL 3",179169,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:06:51",1706,1697,1,6,2,813,805,0,6,2,782,31,1869,1056,344,64,81,24,43,226
