precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","CRIŞAN IOAN-voturi"
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-IV STUFU",562,SĂNDULENI,25148,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:03",278,275,0,3,0,143,140,0,3,0,129,14,300,157,93,31,5
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-VIII COMAN",561,SĂNDULENI,25148,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:39:39",1025,1021,0,2,2,426,422,0,2,2,390,36,1100,674,316,38,36
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII VERŞEŞTI",563,SĂNDULENI,25148,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:17:56",639,636,0,0,3,330,327,0,0,3,320,10,714,373,295,21,4
4,BACĂU,"ŞOALA GENERALĂ CU CLASELE I-VIII SĂNDULENI",560,SĂNDULENI,25148,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:17",1607,1601,0,3,3,729,723,0,3,3,686,43,1700,971,520,105,61
