precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FRUNZĂ IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TIMOFTE ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","HERGHELEGIU MARIUS-PETRONEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","URCACIU ION-LORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","APREUTESEI GABRIEL-PARTIDUL POLUL SUVERANIST-voturi"
24,IAŞI,"PRIMARIA COMUNEI TOMESTI",704,TOMEŞTI,95293,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:02",1383,1379,0,4,0,575,571,0,4,0,561,14,1500,925,23,370,73,60,35
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",708,TOMEŞTI,95293,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:56",1575,1574,1,0,0,633,633,0,0,0,620,13,1700,1067,34,509,31,34,12
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",707,TOMEŞTI,95293,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:05",1568,1563,2,2,1,652,649,0,2,1,633,19,1700,1048,43,488,55,38,9
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",705,TOMEŞTI,95293,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:23",1598,1595,0,3,0,680,677,0,3,0,662,18,1595,915,40,468,64,60,30
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",706,TOMEŞTI,95293,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:35:55",1421,1418,0,3,0,540,537,0,3,0,528,9,1600,1062,28,426,36,20,18
24,IAŞI,"SEDIUL SC.D.D.PATRASCANU",709,TOMEŞTI,95293,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:41",1234,1233,0,0,1,516,515,0,0,1,501,15,1400,884,25,388,42,31,15
24,IAŞI,"SEDIUL SCOALA GIMNAZIALA CHICEREA, SAT.CHICEREA, COM.TOMEŞTI",710,TOMEŞTI,95293,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:14",526,521,3,2,0,523,521,0,2,0,500,23,1400,877,36,352,49,48,15
24,IAŞI,"SEDIUL SCOALA GIMNAZIALA GORUNI, SATUL GORUNI, COM.TOMEŞTI",711,TOMEŞTI,95293,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:11",1056,1047,1,6,2,453,445,0,6,2,426,27,1100,647,27,356,7,21,15
24,IAŞI,"SEDIUL SCOALA PRIMARA VLĂDICENI, SAT. VLĂDICENI, COM.TOMEŞTI",712,TOMEŞTI,95293,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:03",648,646,0,2,0,281,279,0,2,0,270,11,782,501,20,180,13,42,15
