precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","BIVOLARU MIHAELA-voturi"
20,GORJ,"CĂMIN CULTURAL FRUNZA",243,LOGREŞTI,80766,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:59:53",547,530,0,13,4,369,352,0,13,4,337,28,600,235,0,116,12,69,79,60,1
20,GORJ,"CĂMIN CULTURAL TÎRGU LOGREȘTI",242,LOGREŞTI,80766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:08",550,524,0,18,8,350,324,0,18,8,331,19,550,200,3,130,19,98,17,28,36
20,GORJ,"ȘCOALA PRIMARĂ MĂRU",245,LOGREŞTI,80766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:06",284,265,0,16,3,191,172,0,16,3,181,10,300,109,1,78,5,37,2,57,1
20,GORJ,"ȘCOALA PRIMARĂ MOȘTENI",244,LOGREŞTI,80766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:33",461,445,0,14,2,305,289,0,14,2,289,16,500,195,4,143,22,43,22,52,3
20,GORJ,"ȘCOALA PRIMARĂ SEACA",246,LOGREŞTI,80766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:22",267,241,0,23,3,174,148,0,23,3,166,8,271,97,3,68,0,68,4,22,1
