precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
37,TIMIŞ,"PRIMARIA COMUNEI LIVEZILE",458,LIVEZILE,159491,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:30:45",898,881,2,7,8,516,499,2,7,8,493,22,1000,485,71,248,174
37,TIMIŞ,"ŞCOALA PRIMARA DOLAŢ",459,LIVEZILE,159491,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:46",453,438,2,10,3,158,144,1,10,3,155,3,467,309,27,37,91
