precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VESA NICUŞOR-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","DEMEA DOREL-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CATANA DORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂPRAR ABIAM-CADMIEL-FORȚA DREPTEI-voturi"
2,ARAD,"CĂMINUL CULTURAL BUCEAVA",218,BRAZII,10239,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:26:10",66,60,0,4,2,55,49,0,4,2,55,0,80,25,19,7,25,4
2,ARAD,"CĂMINUL CULTURAL IACOBINI",220,BRAZII,10239,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:36",180,159,1,12,8,136,115,1,12,8,135,1,190,54,92,8,34,1
2,ARAD,"CĂMINUL CULTURAL MĂDRIGEŞTI",221,BRAZII,10239,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:04:02",224,195,0,11,18,177,148,0,11,18,169,8,230,53,15,4,142,8
2,ARAD,"CĂMINUL CULTURAL SECAŞ",222,BRAZII,10239,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:17",385,359,0,8,18,303,277,0,8,18,295,8,420,117,128,30,97,40
2,ARAD,"CĂMINUL CULTURAL ŞOIMUŞ",219,BRAZII,10239,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:20:58",71,64,0,5,2,61,54,0,5,2,58,3,80,19,29,3,22,4
2,ARAD,"PRIMĂRIA COMUNEI BRAZII",217,BRAZII,10239,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:59:11",82,61,0,19,2,63,42,0,19,2,59,4,77,14,28,12,18,1
