precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMION AURELIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","LUNTRARU LAURENŢIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STAN MARIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CIOBANU EMIL-DORELY-PARTIDUL SOCIAL DEMOCRAT-voturi","RADU STAN-FORȚA DREPTEI-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 VÂNĂTORII MICI",237,"VÂNĂTORII MICI",105972,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:30:36",801,783,0,14,4,542,524,0,14,4,531,11,863,321,335,3,82,109,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 IZVORU",240,"VÂNĂTORII MICI",105972,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:21",601,582,2,6,11,437,420,0,6,11,427,10,651,214,150,2,7,267,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 3 VÂNĂTORII MARI",242,"VÂNĂTORII MICI",105972,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:03",895,865,0,12,18,684,654,0,12,18,664,20,979,295,515,8,10,120,11
19,GIURGIU,"ŞCOALA PRIMARĂ NR.5 POIANA LUI STÂNGĂ",241,"VÂNĂTORII MICI",105972,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:07",586,575,0,9,2,415,404,0,9,2,411,4,635,220,320,5,12,71,3
19,GIURGIU,"ŞCOALA PRIMARĂ NR.6 CORBEANCA",238,"VÂNĂTORII MICI",105972,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:15",404,390,0,13,1,309,295,0,13,1,297,10,432,123,216,2,26,53,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR.7 CUPELE",239,"VÂNĂTORII MICI",105972,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:28",349,340,0,7,2,245,236,0,7,2,237,8,379,134,144,0,2,86,5
