precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COZACHEVICI GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","NUŢU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIŢAN FLORIN-TUDOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞALAR FLORIN-PARTIDUL MIȘCAREA POPULARĂ-voturi","MOROŞAN NICOLAE-PARTIDUL S.O.S. ROMÂNIA-voturi"
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ GURA SOLCII",342,GRĂNICEŞTI,148970,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:52",636,632,0,4,0,247,243,0,4,0,237,10,800,553,14,145,20,53,5
35,SUCEAVA,"SCOALA GIMNAZIALA MIHAIL SADOVEANU GRANICESTI",340,GRĂNICEŞTI,148970,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:38:10",930,929,0,0,1,337,336,0,0,1,328,9,1000,663,7,154,90,67,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” GRĂNICEŞTI",339,GRĂNICEŞTI,148970,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:57:04",1030,1027,0,2,1,395,392,0,2,1,385,10,1065,670,14,142,121,92,16
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ROMÂNEŞTI",344,GRĂNICEŞTI,148970,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:03:55",586,580,1,5,0,251,246,0,5,0,244,7,600,349,119,86,28,7,4
35,SUCEAVA,"ȘCOALA PRIMARĂ DUMBRAVA",341,GRĂNICEŞTI,148970,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:59:01",374,362,0,11,1,154,142,0,11,1,148,6,400,246,14,53,45,30,6
35,SUCEAVA,"ŞCOALA PRIMARĂ IACOBEŞTI",343,GRĂNICEŞTI,148970,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:39:14",445,445,0,0,0,191,191,0,0,0,185,6,600,409,60,54,16,48,7
35,SUCEAVA,"ŞCOALA PRIMARĂ SLOBOZIA SUCEVEI",345,GRĂNICEŞTI,148970,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:34:15",580,573,0,7,0,211,204,0,7,0,209,2,600,389,36,76,48,46,3
