precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"ŞCOALA CU CLASELE.I-IV CASA VECHE",316,OLANU,171806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:13",534,523,0,7,4,364,353,0,7,4,349,15,658,294,83,21,7,197,1,40
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CIOBOŢI",317,OLANU,171806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:42",559,551,2,4,2,349,342,1,4,2,327,22,620,271,116,21,5,154,2,29
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DRĂGIOIU",318,OLANU,171806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:03:53",447,438,1,8,0,285,277,0,8,0,266,19,480,195,89,32,25,94,2,24
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PERETU",315,OLANU,171806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:34",447,435,1,4,7,310,299,0,4,7,295,15,490,180,97,19,9,130,2,38
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STOICĂNEŞTI",319,OLANU,171806,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:11:55",331,316,0,10,5,220,205,0,10,5,206,14,350,130,99,25,3,71,0,8
