precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","COTUNA DANTES-RAUL-voturi"
5,BIHOR,"CĂMIN CULTURAL",627,TILEAGD,31716,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:10:50",342,336,0,5,1,163,157,0,5,1,151,12,364,201,5,25,41,72,2,6
5,BIHOR,"CĂMIN CULTURAL",628,TILEAGD,31716,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:27:04",667,660,1,3,3,333,327,0,3,3,315,18,725,392,26,61,182,1,16,29
5,BIHOR,"CĂMIN CULTURAL",629,TILEAGD,31716,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:35:24",692,671,0,13,8,346,325,0,13,8,338,8,743,396,20,40,90,117,5,66
5,BIHOR,"CENTRUL CULTURAL MULTIFUNCTIONAL",623,TILEAGD,31716,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:27",1857,1839,1,11,6,850,832,1,11,6,813,37,2022,1172,50,113,430,148,18,54
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ DE INTERES PUBLIC",625,TILEAGD,31716,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:03",477,466,1,7,3,289,279,0,7,3,269,13,514,232,10,82,164,1,4,8
5,BIHOR,"SCOALA CU CLS.I-IV",624,TILEAGD,31716,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:54:11",1341,1301,5,21,14,534,513,0,7,14,504,22,1434,908,37,81,274,55,31,26
5,BIHOR,"SCOALA CU CLS.I-IV",626,TILEAGD,31716,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:17:56",153,142,1,8,2,75,65,0,8,2,75,0,165,90,6,17,43,2,1,6
