precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
28,MUREŞ,"CĂMIN CULTURAL DEDA",346,DEDA,116545,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:35:35",1548,1507,0,20,21,1064,1023,0,20,21,1000,64,1650,586,272,136,31,434,66,61
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BISTRA-MUREŞULUI",347,DEDA,116545,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:41:15",828,803,0,12,13,542,517,0,12,13,526,16,900,358,112,11,64,308,20,11
28,MUREŞ,"ŞCOALA PRIMARĂ FILEA",348,DEDA,116545,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:30",595,572,0,12,11,432,409,0,12,11,414,18,616,184,126,16,14,247,4,7
28,MUREŞ,"ŞCOALA PRIMARĂ PIETRŞ",349,DEDA,116545,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:31:02",413,395,0,9,9,275,257,0,9,9,264,11,440,165,39,8,30,156,27,4
