precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi"
5,BIHOR,"CĂMINUL CULTURAL CĂUAȘD",641,TULCA,31841,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:01:33",386,372,0,6,8,258,244,0,6,8,248,10,413,155,106,120,7,11,4,0
5,BIHOR,"CĂMINUL CULTURAL TULCA",639,TULCA,31841,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:56:29",1620,1563,2,24,31,1106,1051,0,24,31,1103,3,1772,666,295,672,78,25,26,7
5,BIHOR,"ȘCOALA CU CLASELE I-IV TULCA NOUĂ",640,TULCA,31841,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:50:00",213,208,0,3,2,158,153,0,3,2,154,4,233,75,27,113,9,4,1,0
