precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PLEŞOIANU ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MAXIM DANIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","CHIRIŢESCU ELENA-PARTIDUL NAȚIONAL LIBERAL-voturi","CEAI GEORGE-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂBĂSCU IULIAN-PETRU-PARTIDUL S.O.S. ROMÂNIA-voturi","PLĂCINTĂ GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PATATA IULIAN-EMILIAN-PARTIDUL PROGRESIST-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",266,"DUMBRAVA ROŞIE",120771,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:08",1658,1650,6,2,0,738,736,0,2,0,718,20,1800,1062,59,43,462,123,16,4,11
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",267,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:36:19",1865,1857,3,5,0,796,791,0,5,0,760,36,2000,1204,99,38,444,145,17,13,4
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 2 IZVOARE",271,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:32:06",1060,1059,0,1,0,484,483,0,1,0,464,20,1200,716,55,25,228,112,28,4,12
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 3 CUT",270,"DUMBRAVA ROŞIE",120771,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:15",1267,1264,2,1,0,618,617,0,1,0,581,37,1400,782,31,23,418,76,25,2,6
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 3 CUT",269,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:49:24",892,886,6,0,0,409,409,0,0,0,388,21,1000,591,20,22,254,50,15,6,21
29,NEAMŢ,"SCOALA GIMNAZIALA NR 4 BRASAUTI",268,"DUMBRAVA ROŞIE",120771,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:17:10",594,592,0,2,0,262,260,0,2,0,250,12,700,438,24,12,125,67,13,5,4
