precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPREA ELVIS-EUSEBIO-PARTIDUL NAȚIONAL LIBERAL-voturi","DEDU ROMI-PARTIDUL SOCIAL DEMOCRAT-voturi","SAVU ALINA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MOISE DAN-voturi"
10,BUZĂU,"ŞCOALA GIMNAZIALA URSOAIA",416,VIPEREŞTI,50326,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:54",818,786,0,8,24,497,465,0,8,24,481,16,870,373,114,234,48,85
10,BUZĂU,"ŞCOALA GIMNAZIALA VIPEREŞTI",413,VIPEREŞTI,50326,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:42:52",940,911,0,13,16,608,579,0,13,16,568,40,1004,396,223,311,20,14
10,BUZĂU,"ŞCOALA PRIMARA MUŞCEL",414,VIPEREŞTI,50326,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:09:36",87,73,0,12,2,50,36,0,12,2,47,3,80,30,17,29,1,0
10,BUZĂU,"ŞCOALA PRIMARA TRONARI",415,VIPEREŞTI,50326,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:39:34",778,748,0,7,23,507,477,0,7,23,488,19,820,313,144,328,12,4
