precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLARIU CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","VÎRCIU PETRU-NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTEA CRISTIAN-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMINUL CULTURAL SCĂRIȘOARA",388,SCĂRIŞOARA,7197,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:29",587,537,2,18,30,436,386,2,18,30,418,18,570,133,150,24,244
1,ALBA,"ŞCOALA GIMNAZIALĂ LĂZEȘTI",389,SCĂRIŞOARA,7197,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:02",206,189,0,5,12,136,119,0,5,12,133,3,200,64,13,43,77
1,ALBA,"ŞCOALA PRIMARĂ NEGEȘTI",390,SCĂRIŞOARA,7197,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:38",155,139,0,9,7,117,101,0,9,7,112,5,140,23,46,5,61
1,ALBA,"ŞCOALA PRIMARĂ RUNC",391,SCĂRIŞOARA,7197,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:53",149,129,0,7,13,109,89,0,7,13,106,3,130,21,38,6,62
1,ALBA,"ŞCOALA PRIMARĂ SFOARTEA",392,SCĂRIŞOARA,7197,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:14",74,61,0,8,5,55,42,0,8,5,55,0,57,2,12,3,40
1,ALBA,"ŞCOALA PRIMARĂ ȘTIULEȚI",393,SCĂRIŞOARA,7197,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:09",131,109,0,8,14,103,81,0,8,14,102,1,110,7,28,11,63
