precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRATU PETRINA-PARTIDUL NAȚIONAL LIBERAL-voturi","TOADER MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CĂMIN CULTURAL LEREȘTI",363,LEREŞTI,16908,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:31",1067,1048,0,7,12,650,631,0,7,12,644,6,1166,516,51,593
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.1 LEREȘTI, SAT LEREȘTI",362,LEREŞTI,16908,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:31",1306,1284,1,4,17,831,810,0,4,17,817,14,1432,601,110,707
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ NR.1 LEREȘTI, SAT VOINEȘTI",364,LEREŞTI,16908,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:14:08",1256,1221,1,7,27,836,802,0,7,27,824,12,1380,544,71,753
