precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"LICEUL CU PROGRAM SPORTIV HELMUT DUCKADAM CLINCENI",188,CLINCENI,102035,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:38:26",1500,1479,1,13,7,866,846,0,13,7,826,40,1648,782,463,120,83,31,38,91
25,ILFOV,"LICEUL CU PROGRAM SPORTIV HELMUT DUCKADAM CLINCENI",187,CLINCENI,102035,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:05",1321,1295,13,11,2,757,744,0,11,2,737,20,1400,643,399,83,104,36,32,83
25,ILFOV,"ŞCOALĂ PRIMARĂ NR.1 CLINCENI",186,CLINCENI,102035,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:21",1641,1613,0,21,7,1002,974,0,21,7,963,39,1800,798,635,83,96,17,67,65
25,ILFOV,"SCOALA PRIMARA NR 2 OLTENI",189,CLINCENI,102035,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 21:41:37",1114,1104,2,5,3,589,581,0,5,3,571,18,1250,661,345,62,65,11,21,67
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 OLTENI CLINCENI",190,CLINCENI,102035,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:09:03",1100,1082,3,9,6,568,553,0,9,6,551,17,1195,627,277,52,82,6,31,103
