precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PAŞCA VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","BODEA IOAN-CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CHINDRIŞ LUCIAN-PARTIDUL ECOLOGIST ROMÂN-voturi","TODORAN IONEL-voturi"
26,MARAMUREŞ,"DISPENSAR UMAN",416,"SUCIU DE SUS",109041,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:59",806,781,1,19,5,518,494,0,19,5,506,12,900,382,144,144,11,207
26,MARAMUREŞ,PRIMĂRIA,413,"SUCIU DE SUS",109041,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:16:22",1417,1368,1,33,15,949,901,0,33,15,925,22,1502,553,267,108,12,538
26,MARAMUREŞ,"ŞCOALA GENERALĂ CANDELA",414,"SUCIU DE SUS",109041,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:11",735,717,0,18,0,392,374,0,18,0,384,8,800,408,164,41,5,174
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",415,"SUCIU DE SUS",109041,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:37",261,256,0,3,2,179,174,0,3,2,176,3,252,73,87,42,4,43
