precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANTON DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FRĂŢILĂ EUGEN-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞUŞA NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","FRĂŢILĂ CORNELIA-COSMINA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GOIA ELENA-ALINA-PARTIDUL ECOLOGIST ROMÂN-voturi"
34,SIBIU,"CASA PAROHIALA CULT ORTODOX",351,"ŞEICA MARE",145667,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:21:53",56,47,1,8,0,30,22,0,8,0,28,2,50,20,1,9,9,8,1
34,SIBIU,"SCOALA GIMNAZIALA SEICA MARE",347,"ŞEICA MARE",145667,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:47:18",867,857,1,2,7,467,458,0,2,7,447,11,950,492,15,57,139,136,100
34,SIBIU,"SCOALA GIMNAZIALA SEICA MARE",346,"ŞEICA MARE",145667,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:57:28",991,953,3,15,20,588,552,1,15,20,541,11,1054,502,5,67,334,90,45
34,SIBIU,"SCOALA PRIMARA BOARTA",349,"ŞEICA MARE",145667,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:13",322,312,2,4,4,169,161,0,4,4,168,1,350,181,4,31,52,34,47
34,SIBIU,"SCOALA PRIMARA BUIA",350,"ŞEICA MARE",145667,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:23",496,466,3,15,12,268,249,0,7,12,254,14,510,242,4,33,80,77,60
34,SIBIU,"SCOALA PRIMARA SEICA MARE",348,"ŞEICA MARE",145667,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:00",871,835,0,15,21,530,494,0,15,21,524,6,930,400,15,117,107,237,48
34,SIBIU,"ŞCOALA PRIMARA ŞTENEA",352,"ŞEICA MARE",145667,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:58",126,114,0,6,6,78,66,0,6,6,71,7,130,52,6,6,35,21,3
