precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IRIME IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","FILIMON DUMITRU-SORINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TIUTION IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MARTIN ROMULUS-PARTIDUL PRO ROMÂNIA-voturi"
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL SUSANI",317,TURŢ,139170,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:48",919,909,0,10,0,360,350,0,10,0,342,18,1003,643,176,16,146,4
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL A",314,TURŢ,139170,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:32",1521,1514,0,6,1,630,623,0,6,1,603,27,1666,1036,222,44,322,15
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL B",315,TURŢ,139170,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:43",1288,1285,0,1,2,536,533,0,1,2,516,20,1414,878,180,43,280,13
32,"SATU MARE","SCOALA CU CLASELE I-VIII NR. 2",316,TURŢ,139170,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:37",1426,1411,0,10,5,598,583,0,10,5,577,21,1559,961,282,24,267,4
32,"SATU MARE","ȘCOALA GIMNAZIALĂ GHERȚA MARE, CORP A",318,TURŢ,139170,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:41",1380,1377,0,2,1,510,507,0,2,1,491,19,1520,1010,220,34,226,11
