precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STÂNGĂ GEORGE-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","FOTEA COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TONIŢĂ MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞTEFAN VASILE-PARTIDUL PRO ROMÂNIA-voturi","MITROFAN LIVIU-ROMÂNIA SOCIALISTĂ-voturi","IORDĂCHIŢĂ GABRIELA-VIOLETA-PARTIDUL S.O.S. ROMÂNIA-voturi","MARIN ROMEO-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","DOBROVICI-BACALBAŞA NICOLAE-PARTIDUL CONSERVATOR DEMOCRAT-voturi","POTEC NICOLAE-PETRIŞOR-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 CIUREȘTII NOI",229,BĂLĂŞEŞTI,75613,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:37",432,411,0,6,15,233,216,0,6,11,225,8,469,236,7,165,44,0,0,1,0,0,8
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1, COMUNA REDIU",387,REDIU,77082,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:11",1230,1144,0,10,76,685,599,0,10,76,657,28,1342,657,329,291,23,1,0,8,4,1,0
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR. 1 FOLTESTI - SALA NR.1",299,FOLTEŞTI,76282,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:18",832,832,0,0,0,393,393,0,0,0,372,21,920,527,51,283,20,0,0,9,2,0,7
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1 FOLTESTI - SALA NR.2",300,FOLTEŞTI,76282,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:14",886,883,0,0,3,454,451,0,0,3,437,17,980,526,55,329,26,2,0,13,4,1,7
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1 MATCA",345,MATCA,76692,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:50:12",1427,1418,0,9,0,731,722,0,9,0,700,31,1580,849,124,541,13,0,0,12,6,0,4
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 SAT PLEŞA",238,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:07:54",512,502,0,5,5,281,271,0,5,5,271,10,552,271,106,151,8,0,0,3,0,2,1
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 SLOBOZIA CORNI",313,GHIDIGENI,76406,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:34",647,640,0,5,2,341,334,0,5,2,330,11,715,374,151,139,17,2,0,7,13,0,1
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 20, ARONDATĂ ȘCOLII GIMNAZIALE ”MIRON COSTIN” (GRĂDINIȚA NR. 20 - ANEXA ȘCOLII NR. 12)",175,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:01",1735,1718,8,9,0,683,674,0,9,0,658,16,2000,1317,68,416,44,9,4,30,8,4,75
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 20, ARONDATĂ ȘCOLII GIMNAZIALE ”MIRON COSTIN” (GRĂDINIȚA NR. 20 - ANEXA ȘCOLII NR. 12)",176,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:28",1307,1298,1,8,0,472,464,0,8,0,460,12,1600,1128,46,318,24,11,5,15,6,3,32
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 29, ARONDATĂ GRĂDINIȚEI CU PROGRAM PRELUNGIT ”CAMIL RESSU” (GRĂDINIȚA FILEȘTI - GRĂDINIȚA NR.29)",140,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:25",477,469,0,8,0,207,199,0,8,0,202,5,500,293,9,113,25,2,1,15,14,5,18
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 UMBRĂREȘTI-DEAL",425,UMBRĂREŞTI,77402,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:31",1015,1010,0,5,0,532,527,0,5,0,504,28,1111,579,161,287,22,6,0,15,2,2,9
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 59 (FOSTA ȘCOALĂ GIMNAZIALĂ ”NICOLAE MANTU”)",96,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:59",1370,1360,1,9,0,556,546,1,9,0,524,11,2000,1456,66,321,45,10,5,19,7,8,43
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 59 (FOSTA ȘCOALĂ GIMNAZIALĂ ”NICOLAE MANTU”)",95,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:43",1548,1535,3,10,0,621,611,0,10,0,605,16,2000,1379,57,399,35,3,2,22,26,9,52
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL ”VIOLETA” PECHEA",373,PECHEA,76969,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:46",1279,1273,0,5,1,509,503,0,5,1,478,31,1450,941,127,278,27,4,2,11,22,0,7
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”MOTANUL ÎNCĂLȚAT” (GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL” - GRĂDINIȚA ”PRICHINDEL” - GRĂDINIȚA NR. 62)",70,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:02",1457,1451,0,6,0,635,629,0,6,0,624,11,1600,965,50,423,38,7,8,18,27,6,47
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”MOTANUL ÎNCĂLȚAT” (GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL” - GRĂDINIȚA ”PRICHINDEL” - GRĂDINIȚA NR. 62)",71,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:33",1377,1370,0,7,0,516,509,0,7,0,502,14,1600,1084,41,335,32,7,9,23,17,2,36
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”MOTANUL ÎNCĂLȚAT” (GRĂDINIȚA CU PROGRAM PRELUNGIT ”PRICHINDEL” - GRĂDINIȚA ”PRICHINDEL” - GRĂDINIȚA NR. 62)",72,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:57",1310,1301,0,9,0,519,510,0,9,0,500,19,1600,1081,44,310,30,6,5,23,22,3,57
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",192,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:11",825,816,1,7,1,350,342,0,7,1,338,12,920,570,79,216,20,3,1,8,3,1,7
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",191,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:35:38",1185,1182,0,2,1,550,547,0,2,1,530,20,1300,749,187,269,31,8,2,13,4,2,14
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 COROD",266,COROD,75953,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:21",1207,1184,0,11,12,625,602,0,11,12,604,21,1200,575,100,455,32,0,1,12,0,0,4
18,GALAŢI,"GRADINITA CU PROGRAM PRELUNGIT NR.1 MATCA",344,MATCA,76692,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:46",1617,1603,8,6,0,897,891,0,6,0,858,33,1760,869,144,655,25,4,0,26,1,2,1
18,GALAŢI,"GRADINITA CU PROGRAM PRELUNGIT NR.1 MATCA",343,MATCA,76692,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:38",1481,1476,0,5,0,773,768,0,5,0,759,14,1636,863,86,625,26,2,1,12,3,0,4
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 47, ARONDATĂ GRĂDINIȚEI CU PROGRAM NORMAL ”ION CREANGĂ” (GRĂDINIȚA NR.47)",152,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:02",8004,8000,0,4,0,607,603,0,4,0,579,28,8000,7393,39,392,45,10,3,35,22,4,29
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 47, ARONDATĂ GRĂDINIȚEI CU PROGRAM NORMAL ”ION CREANGĂ” (GRĂDINIȚA NR.47)",154,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:25:26",1707,1702,0,5,0,241,236,0,5,0,230,11,2000,1759,14,136,30,2,3,11,24,3,7
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 47, ARONDATĂ GRĂDINIȚEI CU PROGRAM NORMAL ”ION CREANGĂ” (GRĂDINIȚA NR.47)",151,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:20:28",1771,1761,2,8,0,565,557,1,7,0,550,15,2000,1435,39,359,53,5,4,29,26,5,30
18,GALAŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 47, ARONDATĂ GRĂDINIȚEI CU PROGRAM NORMAL ”ION CREANGĂ” (GRĂDINIȚA NR.47)",153,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:50",1823,1815,4,3,1,540,536,0,3,1,530,10,2000,1460,30,349,51,4,2,26,26,9,33
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT PRICHINDEL",205,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:13:53",1133,1129,1,2,1,472,469,0,2,1,465,7,1240,768,118,274,29,9,2,12,2,6,13
18,GALAŢI,"GRĂDINIŢA CU PROGRAM PRELUNGIT PRICHINDEL",204,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:03",968,963,0,5,0,452,447,0,5,0,438,13,1060,608,118,244,33,11,2,11,0,4,15
18,GALAŢI,"GRĂDINIŢA MOSCU",217,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:32:46",1000,964,0,5,31,556,520,0,5,31,541,15,1119,563,111,400,16,3,0,0,5,0,6
18,GALAŢI,"GRADINITA MOVILENI",407,ŞENDRENI,75114,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:43",562,556,1,3,2,316,311,0,3,2,301,15,661,345,49,176,24,7,1,11,3,1,29
18,GALAŢI,"GRĂDINIȚA NR.1 BRĂHĂȘEȘTI",246,BRĂHĂŞEŞTI,75766,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:06",1004,984,0,0,20,433,413,0,0,20,408,25,1200,767,95,268,23,0,1,13,2,1,5
18,GALAŢI,"GRĂDINIȚA NR.1 BRĂHĂȘEȘTI",245,BRĂHĂŞEŞTI,75766,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:01",1369,1345,0,1,23,543,519,0,1,23,515,28,1503,960,95,363,36,2,0,14,0,2,3
18,GALAŢI,"GRADINIŢA NR.2 CĂSUŢA PITICILOR",214,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:33",1891,1874,0,8,9,323,306,0,8,9,298,25,2075,1752,35,248,11,0,0,0,0,0,4
18,GALAŢI,"GRADINIŢA NR.2 CĂSUŢA PITICILOR",213,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:24",1919,1902,0,4,13,403,386,0,4,13,386,17,2127,1724,102,263,10,0,1,6,0,0,4
18,GALAŢI,"GRADINITA NR. 3",338,LIEŞTI,76674,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:55",1464,1464,0,0,0,812,812,0,0,0,696,116,1617,805,399,193,54,3,2,32,5,2,6
18,GALAŢI,"GRADINIȚA SALCIA",422,UMBRĂREŞTI,77402,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:20",710,704,1,4,1,330,325,0,4,1,305,25,775,445,107,160,18,4,3,5,4,0,4
18,GALAŢI,"GRADINITA SERBESTII VECHI",408,ŞENDRENI,75114,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:25",814,805,1,5,3,427,419,0,5,3,412,15,970,543,43,249,57,4,2,14,5,1,37
18,GALAŢI,"GRADINITA SMULTI",401,SMULŢI,77260,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:25:26",1222,1091,0,46,85,719,597,0,46,76,701,18,1198,479,196,418,23,43,1,16,0,0,4
18,GALAŢI,"GRADINIȚA TORCEȘTI",424,UMBRĂREŞTI,77402,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:27",604,599,0,4,1,360,355,0,4,1,342,18,660,288,117,179,16,2,2,22,4,0,0
18,GALAŢI,"GRĂDINIŢA TUDOR VLADIMIRESCU,",410,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:40",1364,1360,0,4,0,818,814,0,4,0,799,19,1504,686,90,442,227,3,2,14,8,2,11
18,GALAŢI,"GRADINITA TULUCESTI",413,TULUCEŞTI,77331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:13",1786,1766,0,5,15,836,816,0,5,15,800,36,1972,1136,122,580,33,4,0,32,11,0,18
18,GALAŢI,"LICEUL DE TRANSPORTURI AUTO ”TRAIAN VUIA” (COLEGIUL TEHNIC ”TRAIAN VUIA” - GRUP ŞCOLAR TRANSPORTURI AUTO)",116,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:29",1296,1290,1,5,0,499,494,0,5,0,483,16,1600,1101,59,331,21,10,2,6,9,2,43
18,GALAŢI,"LICEUL DE TRANSPORTURI AUTO ”TRAIAN VUIA” (COLEGIUL TEHNIC ”TRAIAN VUIA” - GRUP ŞCOLAR TRANSPORTURI AUTO)",115,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:38",1224,1198,1,7,18,479,454,0,7,18,469,10,1600,1121,24,345,26,6,4,6,10,5,43
18,GALAŢI,"LICEUL DE TRANSPORTURI AUTO ”TRAIAN VUIA” (COLEGIUL TEHNIC ”TRAIAN VUIA” - GRUP ŞCOLAR TRANSPORTURI AUTO)",117,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:32:46",1231,1224,0,7,0,485,478,0,7,0,476,9,1201,716,44,319,20,7,4,15,11,6,50
18,GALAŢI,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (GRUP ȘCOLAR INDUSTRIAL ”ANGHEL SALIGNY” - LICEUL INDUSTRIAL NR.9)",128,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:57",1828,1819,2,7,0,555,548,0,7,0,535,20,2000,1445,53,331,70,6,7,26,25,6,11
18,GALAŢI,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (GRUP ȘCOLAR INDUSTRIAL ”ANGHEL SALIGNY” - LICEUL INDUSTRIAL NR.9)",127,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:35",1678,1671,0,7,0,140,133,0,7,0,136,4,2000,1860,11,90,12,3,1,8,2,0,9
18,GALAŢI,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (GRUP ȘCOLAR INDUSTRIAL ”ANGHEL SALIGNY” - LICEUL INDUSTRIAL NR.9)",125,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:08",1826,1820,0,6,0,376,370,0,6,0,368,8,2000,1624,34,222,34,5,3,19,11,6,34
18,GALAŢI,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY” (GRUP ȘCOLAR INDUSTRIAL ”ANGHEL SALIGNY” - LICEUL INDUSTRIAL NR.9)",126,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:26",1673,1669,0,4,0,62,58,0,4,0,59,3,2000,1938,3,36,10,1,0,3,4,0,2
18,GALAŢI,"LICEUL TEHNOLOGIC ”AUREL VLAICU” (COLEGIUL TEHNIC ”AUREL VLAICU” - GRUP ȘCOLAR METALURGIC - LICEUL INDUSTRIAL NR. 3 )",157,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:27",1855,1847,0,7,1,666,658,0,7,1,645,21,2000,1334,45,442,35,12,8,33,15,5,50
18,GALAŢI,"LICEUL TEHNOLOGIC ”AUREL VLAICU” (COLEGIUL TEHNIC ”AUREL VLAICU” - GRUP ȘCOLAR METALURGIC - LICEUL INDUSTRIAL NR. 3 )",155,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:30",1658,1649,1,8,0,476,476,0,0,0,464,12,2000,1524,28,329,35,5,4,21,21,1,20
18,GALAŢI,"LICEUL TEHNOLOGIC ”AUREL VLAICU” (COLEGIUL TEHNIC ”AUREL VLAICU” - GRUP ȘCOLAR METALURGIC - LICEUL INDUSTRIAL NR. 3 )",156,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:52",1796,1789,0,7,0,194,187,0,7,0,189,5,2000,1806,10,115,20,3,2,10,10,2,17
18,GALAŢI,"LICEUL TEHNOLOGIC ”AUREL VLAICU” (COLEGIUL TEHNIC ”AUREL VLAICU” - GRUP ȘCOLAR METALURGIC - LICEUL INDUSTRIAL NR. 3 )",158,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:20:52",1748,1742,0,6,0,584,578,0,6,0,562,22,2000,1416,41,365,65,9,5,19,20,8,30
18,GALAŢI,"LICEUL TEHNOLOGIC ”CAROL I” (LICEUL TEHNOLOGIC CĂI FERATE - GRUP ȘCOLAR INDUSTRIAL TRANSPORTURI CF - LICEUL CFR)",164,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:29",1626,1617,0,8,1,576,567,0,8,1,564,12,1600,1024,39,384,36,12,3,17,21,3,49
18,GALAŢI,"LICEUL TEHNOLOGIC ”CAROL I” (LICEUL TEHNOLOGIC CĂI FERATE - GRUP ȘCOLAR INDUSTRIAL TRANSPORTURI CF - LICEUL CFR)",162,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:05",1720,1714,0,6,0,605,600,0,5,0,584,21,2000,1395,53,393,37,3,5,32,12,5,44
18,GALAŢI,"LICEUL TEHNOLOGIC ”CAROL I” (LICEUL TEHNOLOGIC CĂI FERATE - GRUP ȘCOLAR INDUSTRIAL TRANSPORTURI CF - LICEUL CFR)",163,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:53",1656,1647,4,5,0,607,602,0,5,0,596,11,1600,993,51,401,41,5,8,29,18,3,40
18,GALAŢI,"LICEUL TEHNOLOGIC ”ELENA CARAGIANI”",210,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:13",1955,1949,0,6,0,256,250,0,6,0,248,7,2160,1904,62,150,12,5,1,10,2,2,4
18,GALAŢI,"LICEUL TEHNOLOGIC ” EREMIA GRIGORESCU”",216,"ORAŞ TÂRGU BUJOR",75472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:47",979,960,0,7,12,559,540,0,7,12,545,14,1080,501,135,377,13,3,0,4,2,0,11
18,GALAŢI,"LICEUL TEHNOLOGIC ”GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN” (LICEUL TEHNOLOGIC DE MARINĂ - GRUP ȘCOLAR INDUSTRIAL DE MARINĂ - LICEUL DE MARINĂ)",50,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:13",1273,1268,1,4,0,475,471,0,4,0,458,17,1600,1125,46,283,33,8,2,14,15,2,55
18,GALAŢI,"LICEUL TEHNOLOGIC ”GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN” (LICEUL TEHNOLOGIC DE MARINĂ - GRUP ȘCOLAR INDUSTRIAL DE MARINĂ - LICEUL DE MARINĂ)",49,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:15",1538,1497,36,5,0,531,526,0,5,0,513,18,1600,1069,35,318,46,7,8,25,18,15,41
18,GALAŢI,"LICEUL TEHNOLOGIC ”GENERAL DE MARINA NICOLAE DUMITRESCU MAICAN” (LICEUL TEHNOLOGIC DE MARINĂ - GRUP ȘCOLAR INDUSTRIAL DE MARINĂ - LICEUL DE MARINĂ)",48,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:01",1294,1282,2,5,5,403,393,0,5,5,388,15,1600,1197,32,216,41,12,3,32,24,5,23
18,GALAŢI,"LICEUL TEHNOLOGIC NR.1",283,CUDALBI,76157,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:57:04",1598,1557,0,18,23,866,825,0,18,23,831,35,1717,851,194,535,53,7,2,14,0,0,26
18,GALAŢI,"LICEUL TEHNOLOGIC OVIDIU CALEDONIU",196,"MUNICIPIUL TECUCI",75203,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:38",1275,1268,1,5,1,618,611,1,5,1,591,27,1410,792,171,328,30,12,5,23,1,2,19
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",144,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:36",1038,1032,0,6,0,392,386,0,6,0,384,8,1200,808,37,261,29,5,4,16,5,7,20
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",143,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:38",1379,1372,0,7,0,535,528,0,7,0,513,22,1600,1065,41,361,39,4,1,16,20,1,30
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",142,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:54",1324,1317,0,7,0,481,474,0,7,0,465,16,1600,1119,28,322,31,9,4,26,11,1,33
18,GALAŢI,"LICEUL TEHNOLOGIC ”PAUL DIMO” (COLEGIUL TEHNIC ”PAUL DIMO” - LICEUL ENERGETIC NR.4)",141,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:39",1334,1325,1,8,0,466,458,0,8,0,455,11,1600,1126,23,327,35,6,2,28,19,2,13
18,GALAŢI,"LICEUL TEHNOLOGIC ”RADU NEGRU” (COLEGIUL TEHNIC ”RADU NEGRU” - GRUP ȘCOLAR ”RADU NEGRU”)",41,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:43",1828,1791,4,6,27,726,692,1,6,27,710,16,2000,1274,73,432,64,6,8,23,22,6,76
18,GALAŢI,"LICEUL TEHNOLOGIC ”RADU NEGRU” (COLEGIUL TEHNIC ”RADU NEGRU” - GRUP ȘCOLAR ”RADU NEGRU”)",40,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:01",1605,1553,3,7,42,580,534,0,7,39,559,21,1600,1017,41,337,66,2,8,24,12,3,66
18,GALAŢI,"LICEUL TEHNOLOGIC ”TUDOR VLADIMIRESCU”",411,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:00:51",933,923,0,10,0,508,498,0,10,0,499,9,1016,508,54,259,161,1,0,12,2,1,9
18,GALAŢI,"LICEUL TEHNOLOGIC ”TUDOR VLADIMIRESCU”",412,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:28",1154,1151,1,2,0,697,695,0,2,0,678,19,1278,581,55,349,229,1,2,25,0,1,16
18,GALAŢI,"LICEUL TEORETIC ”DUNAREA”",103,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:55",1275,1267,2,6,0,487,481,0,6,0,475,12,1200,713,34,306,34,13,1,5,17,16,49
18,GALAŢI,"LICEUL TEORETIC ”DUNAREA”",101,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:31",1085,1080,0,5,0,403,398,0,5,0,387,16,1200,797,28,267,21,2,2,15,14,1,37
18,GALAŢI,"LICEUL TEORETIC ”DUNAREA”",102,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:16",1200,1194,2,4,0,480,476,0,4,0,474,6,1200,720,38,370,15,5,6,12,15,0,13
18,GALAŢI,"LICEUL TEORETIC ”EMIL RACOVIȚĂ” (LICEUL ”EMIL RACOVIŢĂ” - ȘCOALA GENERALĂ NR. 6)",17,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:10",1094,1082,6,6,0,323,315,2,6,0,313,10,1200,877,40,177,23,6,5,11,9,7,35
18,GALAŢI,"LICEUL TEORETIC ”EMIL RACOVIȚĂ” (LICEUL ”EMIL RACOVIŢĂ” - ȘCOALA GENERALĂ NR. 6)",16,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:24",1216,1206,2,8,0,428,420,0,8,0,400,28,1200,42,34,267,30,4,2,13,14,2,34
