precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
13,CLUJ,"GRĂDINIŢA AŞCHILEU MARE",318,AŞCHILEU,55776,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:10",294,255,0,36,3,294,255,0,36,3,279,15,413,119,138,129,12
13,CLUJ,"GRĂDINIŢA AŞCHILEU MIC",319,AŞCHILEU,55776,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:17",238,230,0,7,1,158,150,0,7,1,140,18,256,98,34,95,11
13,CLUJ,"GRĂDINIŢA CRISTOREL",320,AŞCHILEU,55776,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:21:57",305,300,0,4,1,183,178,0,4,1,170,13,333,150,65,95,10
13,CLUJ,"ŞCOALA PRIMARĂ FODORA",321,AŞCHILEU,55776,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:06:34",209,187,0,20,2,131,109,0,20,2,124,7,206,75,50,71,3
